time,NE,SE,MW,NGP,SGP,NW,SW
1981-01-01,-1.6419441713938354,-1.543451349340697,-0.9905248827690109,-0.32581267700085975,-0.5854531588007148,0.032675593964239684,-0.4082068056019299
1981-02-01,0.7816506117787376,-0.3019704481177687,-0.3827520777735279,-0.24846250378757384,-0.5520591654887789,0.48934745529203477,-0.517298712295774
1981-03-01,-1.1727486448220434,-0.7652815720684948,-1.3321346819240134,-0.43677453180197395,-0.08647921876328143,-0.15242980091843114,-0.007631307784010796
1981-04-01,-0.39046140035731863,-0.7346317570219782,-0.08689927456866736,-1.0877767668707623,-0.20314140646385176,-0.08604809051414494,-0.3171846880369193
1981-05-01,-0.05127665235769858,-0.15620350715158404,0.18431024161352796,0.0734008425945602,0.45512111918619996,0.28488620959719085,0.15453489340120258
1981-06-01,0.08981061651164861,0.15148605498407733,0.331832093246485,-0.216375982888798,0.5043728020945778,0.6303858701049311,-0.08352505440124569
1981-07-01,-0.2320631630318558,-0.14787901683627985,0.10082197425789409,0.2130135469434659,0.444046475128215,0.39773341681569124,-0.00483404990281364
1981-08-01,-0.3878187198028207,0.0709646966224811,0.47251809654647275,0.005826200334398321,0.5318960756130734,-0.09270321174923066,-0.00037208376568600185
1981-09-01,0.4710832113672566,-0.7198517147026763,-0.12153592761433367,-0.5145646720456982,-0.04393040221486348,0.27604636770267027,-0.03732744828780393
1981-10-01,0.5530368384530718,-0.11582412362342723,0.36516249716516264,0.12468419578712787,0.8706142682753504,0.6530244652615304,0.5505975821584412
1981-11-01,-0.3792339152211015,-1.1308997898563373,-0.4318440524081393,-0.2496787203648303,0.46219968143170265,0.4160252623454214,0.3439713067127068
1981-12-01,-0.4722875373535152,-0.6188949049466786,-0.6013723337494953,-0.22334878800668964,-0.15505734303407362,0.8196195354672247,-0.07552347714633335
1982-01-01,-0.2919320124305551,0.21956427858703692,-0.2888745011313083,-0.5327481984025493,0.009421067531778982,0.28102918977324903,0.2285243194270666
1982-02-01,-0.44498331711403327,0.5100440865100928,0.05003402392960982,0.44834366780931995,0.2514762999413524,0.9653074887129505,0.1440444517717512
1982-03-01,0.8565328171646914,-0.42116696719283464,0.8415995728132208,0.42900982753235256,-0.1534961595941686,1.0586393964172685,0.45610425365612783
1982-04-01,-0.09218775902791677,0.18895063156844621,-0.26612942355014385,-0.3714387915435117,-0.19905582744489686,0.6741550039296416,0.17854388000544638
1982-05-01,-0.7135544697096133,-0.02051314694918997,-0.07848610305778152,0.6076022369917673,0.69566243104317,-0.09967474378333432,0.3478958111348335
1982-06-01,0.6341128165626861,0.3198983448635196,0.0018186474430971877,0.6064339415717301,0.5856424796616575,0.03528646212861242,0.18982003488050328
1982-07-01,-0.2242647554298098,0.3866367606695834,0.2380987673190895,0.6098917581098602,0.30284470177414413,0.5617727515783263,0.22790273372154565
1982-08-01,-0.40812820486651935,0.14183793516150497,0.107132142661539,0.2626139741212378,-0.2034546522733622,0.23018638090338983,0.4030060781553392
1982-09-01,-0.517400631630243,-0.2002088228942084,0.12359613514819918,0.7930096545754731,-0.6983040553087907,1.140588972928055,1.0136168559648078
1982-10-01,-1.464395210506012,-0.1054948717199487,-0.050746568640703954,1.0769541039789408,-0.6761662003452343,1.0763789820081442,0.37071352745312147
1982-11-01,-0.32447901277907876,0.08168917907995658,0.6995772111748862,0.5640984551034771,0.07400662649021247,-0.04740187614657514,0.7134303974468043
1982-12-01,-0.6910223774086491,0.9340459041168855,1.4287794910840772,1.0012367251334946,0.15469132551909345,0.6693796126105676,0.7716242034490823
1983-01-01,-0.6859915112399989,-0.021958544673645736,0.5604800504736859,1.017584275881261,0.27760393254067195,0.7243603899975508,0.7718111503654764
1983-02-01,-0.34287236332027415,0.8817927923426168,0.3783159850087403,0.6410213233705648,0.5328403137182987,0.7398015735434338,0.8164084217603096
