ID,State,Commodity,Cause of Loss,Payment Indemnity,Payment Acreage,Year
15,Nebraska,Soybeans,Drought,1988702.55,63756.89408,1991
33,Kansas,Soybeans,Drought,6530551.09,193099.16315,1991
10,Minnesota,Soybeans,Drought,178943.45,5505.2437,1991
28,Delaware,Soybeans,Drought,18997.8,1144.16,1991
44,Georgia,Soybeans,Drought,20766.2,971.72,1991
7,Wisconsin,Soybeans,Drought,80874.4,2109.85,1991
42,Alabama,Soybeans,Drought,179209.4,2876.15,1991
13,Iowa,Soybeans,Drought,2994135.08,67719.8708,1991
25,Ohio,Soybeans,Drought,3905613.9,93057.5233,1991
49,Michigan,Soybeans,Drought,295588.03,5804.20453,1991
40,Texas,Soybeans,Drought,130100.7,3510.699605,1991
35,Missouri,Soybeans,Drought,2796991.86,80775.78103,1991
32,Kentucky,Soybeans,Drought,174000.5,5915.35168,1991
45,South Carolina,Soybeans,Drought,7208.5,393.95,1991
4,North Dakota,Soybeans,Drought,70761.6,2241.28248,1991
39,Tennessee,Soybeans,Drought,191420.6,5656.1753,1991
48,Florida,Soybeans,Drought,5027.7,141.73,1991
30,Maryland,Soybeans,Drought,25871.0,974.591,1991
47,Louisiana,Soybeans,Drought,532914.8,14549.686,1991
17,Pennsylvania,Soybeans,Drought,10017.0,311.4,1991
34,Virginia,Soybeans,Drought,107588.55,4574.465,1991
1,Washington,Soybeans,Drought,0.0,0.0,1991
2,Montana,Soybeans,Drought,0.0,0.0,1991
3,Maine,Soybeans,Drought,0.0,0.0,1991
6,Wyoming,Soybeans,Drought,0.0,0.0,1991
8,Idaho,Soybeans,Drought,0.0,0.0,1991
9,Vermont,Soybeans,Drought,0.0,0.0,1991
11,Oregon,Soybeans,Drought,0.0,0.0,1991
12,New Hampshire,Soybeans,Drought,0.0,0.0,1991
14,Massachusetts,Soybeans,Drought,0.0,0.0,1991
16,New York,Soybeans,Drought,0.0,0.0,1991
18,Connecticut,Soybeans,Drought,0.0,0.0,1991
19,Rhode Island,Soybeans,Drought,0.0,0.0,1991
20,New Jersey,Soybeans,Drought,0.0,0.0,1991
22,Nevada,Soybeans,Drought,0.0,0.0,1991
23,Utah,Soybeans,Drought,0.0,0.0,1991
24,California,Soybeans,Drought,0.0,0.0,1991
29,West Virginia,Soybeans,Drought,0.0,0.0,1991
31,Colorado,Soybeans,Drought,0.0,0.0,1991
36,Arizona,Soybeans,Drought,0.0,0.0,1991
41,New Mexico,Soybeans,Drought,0.0,0.0,1991
21,Indiana,Soybeans,Drought,119578.2,4168.0629,1992
46,Arkansas,Soybeans,Drought,61253.34,1242.1696,1992
38,North Carolina,Soybeans,Drought,224901.68,7466.58883,1992
5,South Dakota,Soybeans,Drought,156960.1,4509.85242,1992
43,Mississippi,Soybeans,Drought,115134.9,7491.556,1992
26,Illinois,Soybeans,Drought,1303082.04,43050.7208,1992
15,Nebraska,Soybeans,Drought,33057.6,2746.422,1992
33,Kansas,Soybeans,Drought,21154.4,1372.946,1992
10,Minnesota,Soybeans,Drought,307222.25,10216.96338,1992
28,Delaware,Soybeans,Drought,29685.2,1088.82,1992
44,Georgia,Soybeans,Drought,13621.8,574.22,1992
7,Wisconsin,Soybeans,Drought,230199.26,4842.329,1992
42,Alabama,Soybeans,Drought,18241.2,1128.65168,1992
13,Iowa,Soybeans,Drought,1020761.53,30919.2538,1992
25,Ohio,Soybeans,Drought,34516.09,1319.83,1992
49,Michigan,Soybeans,Drought,127592.3,2870.18089,1992
40,Texas,Soybeans,Drought,39768.2,1379.8485,1992
35,Missouri,Soybeans,Drought,1026535.32,30667.411486,1992
32,Kentucky,Soybeans,Drought,6580.6,232.9,1992
45,South Carolina,Soybeans,Drought,26123.1,931.27,1992
4,North Dakota,Soybeans,Drought,49117.4,2668.57685,1992
39,Tennessee,Soybeans,Drought,13491.0,817.9509,1992
48,Florida,Soybeans,Drought,11225.0,297.7,1992
30,Maryland,Soybeans,Drought,25468.0,716.1,1992
47,Louisiana,Soybeans,Drought,157100.7,5756.89,1992
34,Virginia,Soybeans,Drought,16191.5,599.555,1992
1,Washington,Soybeans,Drought,0.0,0.0,1992
2,Montana,Soybeans,Drought,0.0,0.0,1992
3,Maine,Soybeans,Drought,0.0,0.0,1992
6,Wyoming,Soybeans,Drought,0.0,0.0,1992
8,Idaho,Soybeans,Drought,0.0,0.0,1992
9,Vermont,Soybeans,Drought,0.0,0.0,1992
11,Oregon,Soybeans,Drought,0.0,0.0,1992
12,New Hampshire,Soybeans,Drought,0.0,0.0,1992
14,Massachusetts,Soybeans,Drought,0.0,0.0,1992
16,New York,Soybeans,Drought,0.0,0.0,1992
17,Pennsylvania,Soybeans,Drought,0.0,0.0,1992
18,Connecticut,Soybeans,Drought,0.0,0.0,1992
19,Rhode Island,Soybeans,Drought,0.0,0.0,1992
20,New Jersey,Soybeans,Drought,0.0,0.0,1992
22,Nevada,Soybeans,Drought,0.0,0.0,1992
23,Utah,Soybeans,Drought,0.0,0.0,1992
24,California,Soybeans,Drought,0.0,0.0,1992
29,West Virginia,Soybeans,Drought,0.0,0.0,1992
31,Colorado,Soybeans,Drought,0.0,0.0,1992
36,Arizona,Soybeans,Drought,0.0,0.0,1992
37,Oklahoma,Soybeans,Drought,0.0,0.0,1992
41,New Mexico,Soybeans,Drought,0.0,0.0,1992
21,Indiana,Soybeans,Drought,67114.0,1671.02211,1993
37,Oklahoma,Soybeans,Drought,149171.25,6396.0622,1993
46,Arkansas,Soybeans,Drought,1686708.92,53300.72157,1993
38,North Carolina,Soybeans,Drought,865760.5,28779.68125,1993
5,South Dakota,Soybeans,Drought,1006.0,58.8078,1993
43,Mississippi,Soybeans,Drought,1622543.7,60064.05,1993
26,Illinois,Soybeans,Drought,31360.64,1061.3451,1993
33,Kansas,Soybeans,Drought,206539.54,6420.641598,1993
10,Minnesota,Soybeans,Drought,2482.5,35.55,1993
28,Delaware,Soybeans,Drought,324625.15,8378.6438,1993
16,New York,Soybeans,Drought,4371.0,197.9,1993
44,Georgia,Soybeans,Drought,914589.55,24045.4275,1993
42,Alabama,Soybeans,Drought,116212.2,3811.5772,1993
13,Iowa,Soybeans,Drought,9367.0,316.4,1993
25,Ohio,Soybeans,Drought,1310533.69,36235.133345,1993
49,Michigan,Soybeans,Drought,36093.1,1120.25418,1993
40,Texas,Soybeans,Drought,582024.75,19054.03112,1993
35,Missouri,Soybeans,Drought,163979.25,3671.49925,1993
32,Kentucky,Soybeans,Drought,120349.94,2901.87275,1993
45,South Carolina,Soybeans,Drought,246354.99,10774.581,1993
4,North Dakota,Soybeans,Drought,100.0,62.0,1993
39,Tennessee,Soybeans,Drought,69155.48,2201.92677,1993
48,Florida,Soybeans,Drought,31571.0,785.5,1993
30,Maryland,Soybeans,Drought,440500.4,11639.8147,1993
47,Louisiana,Soybeans,Drought,2048244.12,66629.09036,1993
17,Pennsylvania,Soybeans,Drought,82196.2,1786.22,1993
34,Virginia,Soybeans,Drought,704903.53,17120.987,1993
1,Washington,Soybeans,Drought,0.0,0.0,1993
2,Montana,Soybeans,Drought,0.0,0.0,1993
3,Maine,Soybeans,Drought,0.0,0.0,1993
6,Wyoming,Soybeans,Drought,0.0,0.0,1993
7,Wisconsin,Soybeans,Drought,0.0,0.0,1993
8,Idaho,Soybeans,Drought,0.0,0.0,1993
9,Vermont,Soybeans,Drought,0.0,0.0,1993
11,Oregon,Soybeans,Drought,0.0,0.0,1993
12,New Hampshire,Soybeans,Drought,0.0,0.0,1993
14,Massachusetts,Soybeans,Drought,0.0,0.0,1993
15,Nebraska,Soybeans,Drought,0.0,0.0,1993
18,Connecticut,Soybeans,Drought,0.0,0.0,1993
19,Rhode Island,Soybeans,Drought,0.0,0.0,1993
20,New Jersey,Soybeans,Drought,0.0,0.0,1993
22,Nevada,Soybeans,Drought,0.0,0.0,1993
23,Utah,Soybeans,Drought,0.0,0.0,1993
24,California,Soybeans,Drought,0.0,0.0,1993
29,West Virginia,Soybeans,Drought,0.0,0.0,1993
31,Colorado,Soybeans,Drought,0.0,0.0,1993
36,Arizona,Soybeans,Drought,0.0,0.0,1993
41,New Mexico,Soybeans,Drought,0.0,0.0,1993
21,Indiana,Soybeans,Drought,861340.53,22753.957602,1994
37,Oklahoma,Soybeans,Drought,67309.45,2336.23044,1994
46,Arkansas,Soybeans,Drought,318299.11,11147.29025,1994
38,North Carolina,Soybeans,Drought,389847.53,16709.324575,1994
5,South Dakota,Soybeans,Drought,38849.92,1571.16836,1994
43,Mississippi,Soybeans,Drought,23050.28,1046.56,1994
26,Illinois,Soybeans,Drought,846695.68,27213.49543,1994
15,Nebraska,Soybeans,Drought,52123.46,2094.2855,1994
33,Kansas,Soybeans,Drought,437052.7,17664.163935,1994
10,Minnesota,Soybeans,Drought,246807.89,6381.541,1994
28,Delaware,Soybeans,Drought,34171.0,1748.9939,1994
44,Georgia,Soybeans,Drought,5078.0,279.9,1994
7,Wisconsin,Soybeans,Drought,36688.3,911.69,1994
42,Alabama,Soybeans,Drought,2704.0,51.25,1994
13,Iowa,Soybeans,Drought,162983.0,6256.2481,1994
25,Ohio,Soybeans,Drought,890689.38,31628.1854,1994
49,Michigan,Soybeans,Drought,69220.24,1577.4883,1994
40,Texas,Soybeans,Drought,63756.52,2461.29296,1994
35,Missouri,Soybeans,Drought,2295026.93,60508.179665,1994
32,Kentucky,Soybeans,Drought,54305.6,4913.5459,1994
45,South Carolina,Soybeans,Drought,64605.6,3375.565,1994
4,North Dakota,Soybeans,Drought,45713.38,2420.377,1994
39,Tennessee,Soybeans,Drought,12983.8,682.5991,1994
30,Maryland,Soybeans,Drought,141082.3,3593.568,1994
47,Louisiana,Soybeans,Drought,57198.65,2582.305,1994
17,Pennsylvania,Soybeans,Drought,1276.6,46.2,1994
34,Virginia,Soybeans,Drought,557268.44,17711.4908,1994
29,West Virginia,Soybeans,Drought,891.0,27.0,1994
1,Washington,Soybeans,Drought,0.0,0.0,1994
2,Montana,Soybeans,Drought,0.0,0.0,1994
3,Maine,Soybeans,Drought,0.0,0.0,1994
6,Wyoming,Soybeans,Drought,0.0,0.0,1994
8,Idaho,Soybeans,Drought,0.0,0.0,1994
9,Vermont,Soybeans,Drought,0.0,0.0,1994
11,Oregon,Soybeans,Drought,0.0,0.0,1994
12,New Hampshire,Soybeans,Drought,0.0,0.0,1994
14,Massachusetts,Soybeans,Drought,0.0,0.0,1994
16,New York,Soybeans,Drought,0.0,0.0,1994
18,Connecticut,Soybeans,Drought,0.0,0.0,1994
19,Rhode Island,Soybeans,Drought,0.0,0.0,1994
20,New Jersey,Soybeans,Drought,0.0,0.0,1994
22,Nevada,Soybeans,Drought,0.0,0.0,1994
23,Utah,Soybeans,Drought,0.0,0.0,1994
24,California,Soybeans,Drought,0.0,0.0,1994
31,Colorado,Soybeans,Drought,0.0,0.0,1994
36,Arizona,Soybeans,Drought,0.0,0.0,1994
41,New Mexico,Soybeans,Drought,0.0,0.0,1994
48,Florida,Soybeans,Drought,0.0,0.0,1994
21,Indiana,Soybeans,Drought,2920027.46,82670.01532,1995
37,Oklahoma,Soybeans,Drought,278398.19,14821.307065,1995
46,Arkansas,Soybeans,Drought,2893308.97,124160.376393,1995
38,North Carolina,Soybeans,Drought,426707.5,16599.157332,1995
5,South Dakota,Soybeans,Drought,227541.9,6252.75964,1995
43,Mississippi,Soybeans,Drought,6303530.04,244251.53325,1995
26,Illinois,Soybeans,Drought,2706367.36,85884.336889,1995
15,Nebraska,Soybeans,Drought,5439657.57,166699.368923,1995
33,Kansas,Soybeans,Drought,2919965.9,119811.004128,1995
10,Minnesota,Soybeans,Drought,89703.95,2295.2359,1995
28,Delaware,Soybeans,Drought,875008.9,28053.2211,1995
16,New York,Soybeans,Drought,7791.1,272.3,1995
44,Georgia,Soybeans,Drought,256663.35,17826.4985,1995
7,Wisconsin,Soybeans,Drought,317322.05,6240.226,1995
42,Alabama,Soybeans,Drought,307131.7,19044.9732,1995
13,Iowa,Soybeans,Drought,2296346.47,54210.465504,1995
25,Ohio,Soybeans,Drought,905047.88,23527.536085,1995
49,Michigan,Soybeans,Drought,327514.93,7877.30966,1995
40,Texas,Soybeans,Drought,255563.04,13311.90725,1995
35,Missouri,Soybeans,Drought,1253954.45,46289.005092,1995
32,Kentucky,Soybeans,Drought,93447.8,3052.06092,1995
45,South Carolina,Soybeans,Drought,104423.8,9475.767,1995
20,New Jersey,Soybeans,Drought,638661.82,23187.579,1995
4,North Dakota,Soybeans,Drought,995.62,74.901,1995
39,Tennessee,Soybeans,Drought,70692.0,2753.0614,1995
48,Florida,Soybeans,Drought,26465.75,1160.7,1995
30,Maryland,Soybeans,Drought,1239742.71,44737.0108,1995
47,Louisiana,Soybeans,Drought,2436253.04,102031.921407,1995
17,Pennsylvania,Soybeans,Drought,833334.58,24095.1083,1995
34,Virginia,Soybeans,Drought,1492514.49,35091.5687,1995
29,West Virginia,Soybeans,Drought,998.0,106.1,1995
1,Washington,Soybeans,Drought,0.0,0.0,1995
2,Montana,Soybeans,Drought,0.0,0.0,1995
3,Maine,Soybeans,Drought,0.0,0.0,1995
6,Wyoming,Soybeans,Drought,0.0,0.0,1995
8,Idaho,Soybeans,Drought,0.0,0.0,1995
9,Vermont,Soybeans,Drought,0.0,0.0,1995
11,Oregon,Soybeans,Drought,0.0,0.0,1995
12,New Hampshire,Soybeans,Drought,0.0,0.0,1995
14,Massachusetts,Soybeans,Drought,0.0,0.0,1995
18,Connecticut,Soybeans,Drought,0.0,0.0,1995
19,Rhode Island,Soybeans,Drought,0.0,0.0,1995
22,Nevada,Soybeans,Drought,0.0,0.0,1995
23,Utah,Soybeans,Drought,0.0,0.0,1995
24,California,Soybeans,Drought,0.0,0.0,1995
31,Colorado,Soybeans,Drought,0.0,0.0,1995
36,Arizona,Soybeans,Drought,0.0,0.0,1995
41,New Mexico,Soybeans,Drought,0.0,0.0,1995
21,Indiana,Soybeans,Drought,3212277.0,57809.501871,1996
37,Oklahoma,Soybeans,Drought,270039.64,10154.72178,1996
46,Arkansas,Soybeans,Drought,2206611.55,70074.06822,1996
38,North Carolina,Soybeans,Drought,84687.46,2681.394,1996
5,South Dakota,Soybeans,Drought,726875.54,16178.199325,1996
43,Mississippi,Soybeans,Drought,1361029.2,38259.35035,1996
26,Illinois,Soybeans,Drought,2720109.91,72591.06474,1996
15,Nebraska,Soybeans,Drought,12044.29,472.2113,1996
33,Kansas,Soybeans,Drought,657463.43,21268.578771,1996
10,Minnesota,Soybeans,Drought,2516125.04,52404.75874,1996
28,Delaware,Soybeans,Drought,9149.4,380.66,1996
44,Georgia,Soybeans,Drought,239378.59,11810.99,1996
7,Wisconsin,Soybeans,Drought,478112.6,10082.61696,1996
42,Alabama,Soybeans,Drought,29187.7,1202.2015,1996
13,Iowa,Soybeans,Drought,408465.42,9773.5652,1996
25,Ohio,Soybeans,Drought,3192399.28,60467.59879,1996
49,Michigan,Soybeans,Drought,1803727.95,39592.219284,1996
40,Texas,Soybeans,Drought,598990.7,24151.17984,1996
35,Missouri,Soybeans,Drought,342050.78,9398.3527,1996
32,Kentucky,Soybeans,Drought,59772.79,1627.0952,1996
45,South Carolina,Soybeans,Drought,165641.1,7889.776,1996
4,North Dakota,Soybeans,Drought,166086.93,4978.32757,1996
39,Tennessee,Soybeans,Drought,116366.02,2340.188,1996
48,Florida,Soybeans,Drought,17561.0,415.6,1996
47,Louisiana,Soybeans,Drought,194012.7,7207.38344,1996
34,Virginia,Soybeans,Drought,62154.59,1664.281,1996
1,Washington,Soybeans,Drought,0.0,0.0,1996
2,Montana,Soybeans,Drought,0.0,0.0,1996
3,Maine,Soybeans,Drought,0.0,0.0,1996
6,Wyoming,Soybeans,Drought,0.0,0.0,1996
8,Idaho,Soybeans,Drought,0.0,0.0,1996
9,Vermont,Soybeans,Drought,0.0,0.0,1996
11,Oregon,Soybeans,Drought,0.0,0.0,1996
12,New Hampshire,Soybeans,Drought,0.0,0.0,1996
14,Massachusetts,Soybeans,Drought,0.0,0.0,1996
16,New York,Soybeans,Drought,0.0,0.0,1996
17,Pennsylvania,Soybeans,Drought,0.0,0.0,1996
18,Connecticut,Soybeans,Drought,0.0,0.0,1996
19,Rhode Island,Soybeans,Drought,0.0,0.0,1996
20,New Jersey,Soybeans,Drought,0.0,0.0,1996
22,Nevada,Soybeans,Drought,0.0,0.0,1996
23,Utah,Soybeans,Drought,0.0,0.0,1996
24,California,Soybeans,Drought,0.0,0.0,1996
29,West Virginia,Soybeans,Drought,0.0,0.0,1996
30,Maryland,Soybeans,Drought,0.0,0.0,1996
31,Colorado,Soybeans,Drought,0.0,0.0,1996
36,Arizona,Soybeans,Drought,0.0,0.0,1996
41,New Mexico,Soybeans,Drought,0.0,0.0,1996
21,Indiana,Soybeans,Drought,2176599.27,46249.75856,1997
37,Oklahoma,Soybeans,Drought,59121.57,1824.4508,1997
46,Arkansas,Soybeans,Drought,2072879.98,66662.259927,1997
38,North Carolina,Soybeans,Drought,2068860.23,49438.06165,1997
5,South Dakota,Soybeans,Drought,1427381.29,39055.91744,1997
43,Mississippi,Soybeans,Drought,888386.61,21217.071,1997
26,Illinois,Soybeans,Drought,1759202.43,44934.776899,1997
15,Nebraska,Soybeans,Drought,1547098.99,42246.79556,1997
33,Kansas,Soybeans,Drought,798656.72,22963.06182,1997
10,Minnesota,Soybeans,Drought,1173876.73,30357.99707,1997
28,Delaware,Soybeans,Drought,234887.14,8948.76246,1997
16,New York,Soybeans,Drought,1472.75,166.5,1997
44,Georgia,Soybeans,Drought,1142413.09,44578.640685,1997
7,Wisconsin,Soybeans,Drought,104114.69,2031.595,1997
42,Alabama,Soybeans,Drought,368439.79,10891.9362,1997
13,Iowa,Soybeans,Drought,1541215.99,35990.9353,1997
25,Ohio,Soybeans,Drought,526967.57,11215.6086,1997
49,Michigan,Soybeans,Drought,563695.57,10794.800703,1997
40,Texas,Soybeans,Drought,255966.15,8940.62508,1997
35,Missouri,Soybeans,Drought,1586161.16,37862.12375,1997
32,Kentucky,Soybeans,Drought,315622.77,8482.51434,1997
45,South Carolina,Soybeans,Drought,325798.41,13483.266,1997
20,New Jersey,Soybeans,Drought,169535.92,8081.128,1997
4,North Dakota,Soybeans,Drought,283404.26,7114.7983,1997
39,Tennessee,Soybeans,Drought,172858.71,5121.7285,1997
48,Florida,Soybeans,Drought,69012.1,3052.03,1997
30,Maryland,Soybeans,Drought,1371267.4,36365.241,1997
47,Louisiana,Soybeans,Drought,682571.86,27888.5805,1997
17,Pennsylvania,Soybeans,Drought,450508.6,9510.885,1997
34,Virginia,Soybeans,Drought,4315129.53,82805.9022,1997
29,West Virginia,Soybeans,Drought,12557.0,274.4,1997
1,Washington,Soybeans,Drought,0.0,0.0,1997
2,Montana,Soybeans,Drought,0.0,0.0,1997
3,Maine,Soybeans,Drought,0.0,0.0,1997
6,Wyoming,Soybeans,Drought,0.0,0.0,1997
8,Idaho,Soybeans,Drought,0.0,0.0,1997
9,Vermont,Soybeans,Drought,0.0,0.0,1997
11,Oregon,Soybeans,Drought,0.0,0.0,1997
12,New Hampshire,Soybeans,Drought,0.0,0.0,1997
14,Massachusetts,Soybeans,Drought,0.0,0.0,1997
18,Connecticut,Soybeans,Drought,0.0,0.0,1997
19,Rhode Island,Soybeans,Drought,0.0,0.0,1997
22,Nevada,Soybeans,Drought,0.0,0.0,1997
23,Utah,Soybeans,Drought,0.0,0.0,1997
24,California,Soybeans,Drought,0.0,0.0,1997
31,Colorado,Soybeans,Drought,0.0,0.0,1997
36,Arizona,Soybeans,Drought,0.0,0.0,1997
41,New Mexico,Soybeans,Drought,0.0,0.0,1997
21,Indiana,Soybeans,Drought,1129258.44,22506.092135,1998
37,Oklahoma,Soybeans,Drought,2665183.19,64824.71456,1998
46,Arkansas,Soybeans,Drought,8407223.67,251257.16425,1998
38,North Carolina,Soybeans,Drought,4120967.46,93672.85546,1998
5,South Dakota,Soybeans,Drought,413028.64,10295.2137,1998
43,Mississippi,Soybeans,Drought,8638551.01,231816.7173,1998
26,Illinois,Soybeans,Drought,580384.67,17721.78337,1998
15,Nebraska,Soybeans,Drought,708854.41,19771.890841,1998
33,Kansas,Soybeans,Drought,6202190.21,176652.618378,1998
10,Minnesota,Soybeans,Drought,1084025.67,24049.290267,1998
28,Delaware,Soybeans,Drought,187485.63,5767.801,1998
44,Georgia,Soybeans,Drought,1606922.46,52458.28512,1998
7,Wisconsin,Soybeans,Drought,517972.63,10831.8739,1998
42,Alabama,Soybeans,Drought,793905.9,22936.6285,1998
13,Iowa,Soybeans,Drought,324554.66,7319.67,1998
25,Ohio,Soybeans,Drought,1567477.65,34773.78994,1998
49,Michigan,Soybeans,Drought,3003356.01,59684.69695,1998
40,Texas,Soybeans,Drought,7829977.68,166994.5888,1998
35,Missouri,Soybeans,Drought,1705797.2,47111.658413,1998
32,Kentucky,Soybeans,Drought,1060209.93,26785.706735,1998
45,South Carolina,Soybeans,Drought,1500029.15,59633.52,1998
20,New Jersey,Soybeans,Drought,270693.1,4696.135,1998
4,North Dakota,Soybeans,Drought,183315.85,6016.5931,1998
39,Tennessee,Soybeans,Drought,800699.12,21208.975134,1998
48,Florida,Soybeans,Drought,177608.0,4331.9,1998
30,Maryland,Soybeans,Drought,1063686.0,27195.39708,1998
47,Louisiana,Soybeans,Drought,5858120.41,186530.286606,1998
17,Pennsylvania,Soybeans,Drought,312336.3,5384.34,1998
34,Virginia,Soybeans,Drought,3628767.29,61002.41836,1998
29,West Virginia,Soybeans,Drought,19036.4,412.38,1998
