region_id,region_name,crop,scenario,year,drought_duration(% of growing season)
6,S. Great Plains,corn,hist,1999,31.0100308
6,S. Great Plains,corn,hist,2000,60.33830425
6,S. Great Plains,corn,hist,2001,34.8102642
6,S. Great Plains,corn,hist,2002,69.46238277
6,S. Great Plains,corn,hist,2003,48.6351925
6,S. Great Plains,corn,hist,2004,46.4487105
6,S. Great Plains,corn,hist,2005,49.34334794
6,S. Great Plains,corn,hist,2006,76.42794772
6,S. Great Plains,corn,hist,2007,40.12344737
6,S. Great Plains,corn,hist,2008,51.88395859
6,S. Great Plains,corn,hist,2009,52.59580969
6,S. Great Plains,corn,hist,2010,39.21994525
6,S. Great Plains,corn,hist,2011,72.56528405
6,S. Great Plains,corn,hist,2012,64.91279366
6,S. Great Plains,corn,hist,2013,47.63867549
6,S. Great Plains,corn,hist,2014,53.48959724
6,S. Great Plains,corn,hist,2015,26.91518993
8,Northwest,corn,hist,1981,48.68815624
8,Northwest,corn,hist,1982,57.30814104
8,Northwest,corn,hist,1983,24.99628785
8,Northwest,corn,hist,1984,24.32467311
8,Northwest,corn,hist,1985,49.66802329
8,Northwest,corn,hist,1986,51.72819837
8,Northwest,corn,hist,1987,60.54513872
8,Northwest,corn,hist,1988,74.49520408
8,Northwest,corn,hist,1989,61.4539401
8,Northwest,corn,hist,1990,63.88783724
8,Northwest,corn,hist,1991,56.65278295
8,Northwest,corn,hist,1992,94.39962056
8,Northwest,corn,hist,1993,26.1247087
8,Northwest,corn,hist,1994,88.01302068
8,Northwest,corn,hist,1995,41.57580472
8,Northwest,corn,hist,1996,33.54132316
8,Northwest,corn,hist,1997,25.75775382
8,Northwest,corn,hist,1998,25.19493237
8,Northwest,corn,hist,1999,32.79499427
8,Northwest,corn,hist,2000,44.54781489
8,Northwest,corn,hist,2001,64.95808097
8,Northwest,corn,hist,2002,49.56109722
8,Northwest,corn,hist,2003,61.01431776
8,Northwest,corn,hist,2004,53.78939108
8,Northwest,corn,hist,2005,33.89539548
8,Northwest,corn,hist,2006,38.98814818
8,Northwest,corn,hist,2007,66.92249092
8,Northwest,corn,hist,2008,33.19679387
8,Northwest,corn,hist,2009,46.17364705
8,Northwest,corn,hist,2010,20.02460587
8,Northwest,corn,hist,2011,23.68585972
8,Northwest,corn,hist,2012,50.33824039
8,Northwest,corn,hist,2013,46.41418297
8,Northwest,corn,hist,2014,53.41423904
8,Northwest,corn,hist,2015,76.33919159
7,Southwest,corn,hist,1981,29.00813149
7,Southwest,corn,hist,1982,32.13282881
7,Southwest,corn,hist,1983,31.38294076
7,Southwest,corn,hist,1984,39.23336065
7,Southwest,corn,hist,1985,33.52192953
7,Southwest,corn,hist,1986,29.62269851
7,Southwest,corn,hist,1987,44.76404457
7,Southwest,corn,hist,1988,28.90067116
7,Southwest,corn,hist,1989,38.96467138
7,Southwest,corn,hist,1990,38.82383885
7,Southwest,corn,hist,1991,40.27980909
7,Southwest,corn,hist,1992,27.7659367
7,Southwest,corn,hist,1993,24.30804877
7,Southwest,corn,hist,1994,52.00530374
7,Southwest,corn,hist,1995,29.90777432
7,Southwest,corn,hist,1996,44.31777826
7,Southwest,corn,hist,1997,42.08791418
7,Southwest,corn,hist,1998,32.85354586
7,Southwest,corn,hist,1999,34.35985173
7,Southwest,corn,hist,2000,55.64343851
7,Southwest,corn,hist,2001,48.52129637
7,Southwest,corn,hist,2002,76.58789625
7,Southwest,corn,hist,2003,55.52263044
7,Southwest,corn,hist,2004,65.01385927
7,Southwest,corn,hist,2005,39.76035921
7,Southwest,corn,hist,2006,62.30908317
7,Southwest,corn,hist,2007,50.33257827
7,Southwest,corn,hist,2008,43.98293222
7,Southwest,corn,hist,2009,48.14987455
7,Southwest,corn,hist,2010,29.04715459
7,Southwest,corn,hist,2011,69.07607789
7,Southwest,corn,hist,2012,72.15157226
7,Southwest,corn,hist,2013,58.0221441
7,Southwest,corn,hist,2014,64.46360508
7,Southwest,corn,hist,2015,42.20325621
1,Northeast,corn,SSP3-4.5-NF-cooler,2021,54.87777321
1,Northeast,corn,SSP3-4.5-NF-cooler,2022,23.42124702
1,Northeast,corn,SSP3-4.5-NF-cooler,2023,26.54246398
1,Northeast,corn,SSP3-4.5-NF-cooler,2024,21.46695957
1,Northeast,corn,SSP3-4.5-NF-cooler,2025,40.78791948
1,Northeast,corn,SSP3-4.5-NF-cooler,2026,35.07459363
1,Northeast,corn,SSP3-4.5-NF-cooler,2027,34.30066669
1,Northeast,corn,SSP3-4.5-NF-cooler,2028,53.05420783
1,Northeast,corn,SSP3-4.5-NF-cooler,2029,25.25322855
1,Northeast,corn,SSP3-4.5-NF-cooler,2030,21.77013483
1,Northeast,corn,SSP3-4.5-NF-cooler,2031,65.74465059
1,Northeast,corn,SSP3-4.5-NF-cooler,2032,34.52445807
1,Northeast,corn,SSP3-4.5-NF-cooler,2033,57.59386635
1,Northeast,corn,SSP3-4.5-NF-cooler,2034,28.16794057
1,Northeast,corn,SSP3-4.5-NF-cooler,2035,49.7989592
1,Northeast,corn,SSP3-4.5-NF-cooler,2036,21.28543976
1,Northeast,corn,SSP3-4.5-NF-cooler,2037,50.48352627
1,Northeast,corn,SSP3-4.5-NF-cooler,2038,32.65556458
1,Northeast,corn,SSP3-4.5-NF-cooler,2039,73.703164
1,Northeast,corn,SSP3-4.5-NF-cooler,2040,24.16882616
1,Northeast,corn,SSP3-4.5-NF-cooler,2041,37.16061546
1,Northeast,corn,SSP3-4.5-NF-cooler,2042,52.76327147
1,Northeast,corn,SSP3-4.5-NF-cooler,2043,20.39618016
1,Northeast,corn,SSP3-4.5-NF-cooler,2044,28.47589295
1,Northeast,corn,SSP3-4.5-NF-cooler,2045,42.92247546
1,Northeast,corn,SSP3-4.5-NF-cooler,2046,33.55560936
1,Northeast,corn,SSP3-4.5-NF-cooler,2047,51.1835332
1,Northeast,corn,SSP3-4.5-NF-cooler,2048,27.1857112
1,Northeast,corn,SSP3-4.5-NF-cooler,2049,23.8660713
1,Northeast,corn,SSP3-4.5-NF-cooler,2050,39.83541205
1,Northeast,corn,SSP3-4.5-NF-cooler,2051,31.36624411
1,Northeast,corn,SSP3-4.5-NF-cooler,2052,54.77577703
1,Northeast,corn,SSP3-4.5-NF-cooler,2053,24.86949185
1,Northeast,corn,SSP3-4.5-NF-cooler,2054,23.13654817
1,Northeast,corn,SSP3-4.5-NF-cooler,2055,23.75767499
1,Northeast,corn,SSP3-4.5-NF-hotter,2021,44.83344253
1,Northeast,corn,SSP3-4.5-NF-hotter,2022,23.68401349
1,Northeast,corn,SSP3-4.5-NF-hotter,2023,34.8018753
1,Northeast,corn,SSP3-4.5-NF-hotter,2024,27.02152225
1,Northeast,corn,SSP3-4.5-NF-hotter,2025,34.2197554
1,Northeast,corn,SSP3-4.5-NF-hotter,2026,41.83956439
1,Northeast,corn,SSP3-4.5-NF-hotter,2027,30.59363276
1,Northeast,corn,SSP3-4.5-NF-hotter,2028,59.43357
1,Northeast,corn,SSP3-4.5-NF-hotter,2029,20.81556791
1,Northeast,corn,SSP3-4.5-NF-hotter,2030,23.66016932
1,Northeast,corn,SSP3-4.5-NF-hotter,2031,68.57975322
1,Northeast,corn,SSP3-4.5-NF-hotter,2032,44.00381085
1,Northeast,corn,SSP3-4.5-NF-hotter,2033,60.40204884
1,Northeast,corn,SSP3-4.5-NF-hotter,2034,30.87844145
1,Northeast,corn,SSP3-4.5-NF-hotter,2035,59.11927252
1,Northeast,corn,SSP3-4.5-NF-hotter,2036,22.132356
1,Northeast,corn,SSP3-4.5-NF-hotter,2037,47.37156899
1,Northeast,corn,SSP3-4.5-NF-hotter,2038,38.47257197
1,Northeast,corn,SSP3-4.5-NF-hotter,2039,80.99222785
1,Northeast,corn,SSP3-4.5-NF-hotter,2040,29.63508638
1,Northeast,corn,SSP3-4.5-NF-hotter,2041,56.52696367
1,Northeast,corn,SSP3-4.5-NF-hotter,2042,56.56187391
1,Northeast,corn,SSP3-4.5-NF-hotter,2043,19.87265187
1,Northeast,corn,SSP3-4.5-NF-hotter,2044,25.03786664
1,Northeast,corn,SSP3-4.5-NF-hotter,2045,49.05054891
1,Northeast,corn,SSP3-4.5-NF-hotter,2046,43.2415954
1,Northeast,corn,SSP3-4.5-NF-hotter,2047,54.39626988
1,Northeast,corn,SSP3-4.5-NF-hotter,2048,31.36176506
1,Northeast,corn,SSP3-4.5-NF-hotter,2049,29.11727333
1,Northeast,corn,SSP3-4.5-NF-hotter,2050,44.17364134
1,Northeast,corn,SSP3-4.5-NF-hotter,2051,32.8381372
1,Northeast,corn,SSP3-4.5-NF-hotter,2052,62.31535022
1,Northeast,corn,SSP3-4.5-NF-hotter,2053,28.13981302
1,Northeast,corn,SSP3-4.5-NF-hotter,2054,34.7365551
1,Northeast,corn,SSP3-4.5-NF-hotter,2055,34.78958211
1,Northeast,corn,RCP4.5-NF-cooler,2021,56.08796736
1,Northeast,corn,RCP4.5-NF-cooler,2022,28.53424522
1,Northeast,corn,RCP4.5-NF-cooler,2023,31.88691127
1,Northeast,corn,RCP4.5-NF-cooler,2024,28.84719997
1,Northeast,corn,RCP4.5-NF-cooler,2025,57.66371477
1,Northeast,corn,RCP4.5-NF-cooler,2026,43.66363026
1,Northeast,corn,RCP4.5-NF-cooler,2027,42.95354216
1,Northeast,corn,RCP4.5-NF-cooler,2028,57.46885945
1,Northeast,corn,RCP4.5-NF-cooler,2029,24.34769744
1,Northeast,corn,RCP4.5-NF-cooler,2030,22.9803799
1,Northeast,corn,RCP4.5-NF-cooler,2031,65.85966362
1,Northeast,corn,RCP4.5-NF-cooler,2032,37.00459668
1,Northeast,corn,RCP4.5-NF-cooler,2033,59.33416602
1,Northeast,corn,RCP4.5-NF-cooler,2034,27.77231338
1,Northeast,corn,RCP4.5-NF-cooler,2035,57.13628876
1,Northeast,corn,RCP4.5-NF-cooler,2036,22.39026312
1,Northeast,corn,RCP4.5-NF-cooler,2037,49.00721617
1,Northeast,corn,RCP4.5-NF-cooler,2038,40.91605763
1,Northeast,corn,RCP4.5-NF-cooler,2039,77.41875527
1,Northeast,corn,RCP4.5-NF-cooler,2040,27.25999006
1,Northeast,corn,RCP4.5-NF-cooler,2041,42.29146412
1,Northeast,corn,RCP4.5-NF-cooler,2042,60.13993499
1,Northeast,corn,RCP4.5-NF-cooler,2043,25.03451322
1,Northeast,corn,RCP4.5-NF-cooler,2044,30.10472942
1,Northeast,corn,RCP4.5-NF-cooler,2045,44.84238821
1,Northeast,corn,RCP4.5-NF-cooler,2046,39.11790581
1,Northeast,corn,RCP4.5-NF-cooler,2047,56.49283464
1,Northeast,corn,RCP4.5-NF-cooler,2048,26.11406575
1,Northeast,corn,RCP4.5-NF-cooler,2049,26.48110215
1,Northeast,corn,RCP4.5-NF-cooler,2050,38.0137354
1,Northeast,corn,RCP4.5-NF-cooler,2051,32.84473888
1,Northeast,corn,RCP4.5-NF-cooler,2052,65.36544155
1,Northeast,corn,RCP4.5-NF-cooler,2053,27.15788369
1,Northeast,corn,RCP4.5-NF-cooler,2054,23.2320123
1,Northeast,corn,RCP4.5-NF-cooler,2055,27.47724021
1,Northeast,corn,RCP4.5-NF-hotter,2021,47.44782429
1,Northeast,corn,RCP4.5-NF-hotter,2022,27.60353203
1,Northeast,corn,RCP4.5-NF-hotter,2023,41.98404607
1,Northeast,corn,RCP4.5-NF-hotter,2024,37.72794059
1,Northeast,corn,RCP4.5-NF-hotter,2025,44.71215516
1,Northeast,corn,RCP4.5-NF-hotter,2026,47.08226244
1,Northeast,corn,RCP4.5-NF-hotter,2027,37.57685805
1,Northeast,corn,RCP4.5-NF-hotter,2028,63.40992167
1,Northeast,corn,RCP4.5-NF-hotter,2029,27.19038051
1,Northeast,corn,RCP4.5-NF-hotter,2030,29.52362701
1,Northeast,corn,RCP4.5-NF-hotter,2031,72.46727044
1,Northeast,corn,RCP4.5-NF-hotter,2032,48.71449535
1,Northeast,corn,RCP4.5-NF-hotter,2033,59.84975545
1,Northeast,corn,RCP4.5-NF-hotter,2034,30.6382016
1,Northeast,corn,RCP4.5-NF-hotter,2035,70.42033162
1,Northeast,corn,RCP4.5-NF-hotter,2036,22.48479754
1,Northeast,corn,RCP4.5-NF-hotter,2037,50.24278151
1,Northeast,corn,RCP4.5-NF-hotter,2038,41.23805863
1,Northeast,corn,RCP4.5-NF-hotter,2039,84.51557647
1,Northeast,corn,RCP4.5-NF-hotter,2040,36.3226932
1,Northeast,corn,RCP4.5-NF-hotter,2041,56.29980956
1,Northeast,corn,RCP4.5-NF-hotter,2042,69.39216231
1,Northeast,corn,RCP4.5-NF-hotter,2043,26.56924322
1,Northeast,corn,RCP4.5-NF-hotter,2044,33.7392083
1,Northeast,corn,RCP4.5-NF-hotter,2045,50.05014545
1,Northeast,corn,RCP4.5-NF-hotter,2046,46.42296879
1,Northeast,corn,RCP4.5-NF-hotter,2047,60.06146967
1,Northeast,corn,RCP4.5-NF-hotter,2048,30.20767254
1,Northeast,corn,RCP4.5-NF-hotter,2049,31.30257482
1,Northeast,corn,RCP4.5-NF-hotter,2050,42.67809207
1,Northeast,corn,RCP4.5-NF-hotter,2051,34.29903064
1,Northeast,corn,RCP4.5-NF-hotter,2052,73.04455398
1,Northeast,corn,RCP4.5-NF-hotter,2053,30.6116916
1,Northeast,corn,RCP4.5-NF-hotter,2054,32.10140824
1,Northeast,corn,RCP4.5-NF-hotter,2055,36.39126106
1,Northeast,corn,SSP5-8.5-NF-cooler,2021,53.83130678
1,Northeast,corn,SSP5-8.5-NF-cooler,2022,24.68042304
1,Northeast,corn,SSP5-8.5-NF-cooler,2023,28.12454429
1,Northeast,corn,SSP5-8.5-NF-cooler,2024,22.66803626
1,Northeast,corn,SSP5-8.5-NF-cooler,2025,32.74397161
1,Northeast,corn,SSP5-8.5-NF-cooler,2026,35.46305221
1,Northeast,corn,SSP5-8.5-NF-cooler,2027,31.32974881
1,Northeast,corn,SSP5-8.5-NF-cooler,2028,58.17032397
1,Northeast,corn,SSP5-8.5-NF-cooler,2029,19.60789806
1,Northeast,corn,SSP5-8.5-NF-cooler,2030,25.00687789
1,Northeast,corn,SSP5-8.5-NF-cooler,2031,70.3911612
1,Northeast,corn,SSP5-8.5-NF-cooler,2032,29.4539215
1,Northeast,corn,SSP5-8.5-NF-cooler,2033,52.27466736
1,Northeast,corn,SSP5-8.5-NF-cooler,2034,24.44115851
1,Northeast,corn,SSP5-8.5-NF-cooler,2035,46.72140075
1,Northeast,corn,SSP5-8.5-NF-cooler,2036,20.51719041
1,Northeast,corn,SSP5-8.5-NF-cooler,2037,49.09263878
1,Northeast,corn,SSP5-8.5-NF-cooler,2038,26.27662045
1,Northeast,corn,SSP5-8.5-NF-cooler,2039,77.87004094
1,Northeast,corn,SSP5-8.5-NF-cooler,2040,22.98257646
1,Northeast,corn,SSP5-8.5-NF-cooler,2041,38.52782012
1,Northeast,corn,SSP5-8.5-NF-cooler,2042,53.11519693
1,Northeast,corn,SSP5-8.5-NF-cooler,2043,21.12431812
1,Northeast,corn,SSP5-8.5-NF-cooler,2044,26.51707117
1,Northeast,corn,SSP5-8.5-NF-cooler,2045,39.92263239
1,Northeast,corn,SSP5-8.5-NF-cooler,2046,34.34300919
1,Northeast,corn,SSP5-8.5-NF-cooler,2047,51.59695421
1,Northeast,corn,SSP5-8.5-NF-cooler,2048,27.78884929
1,Northeast,corn,SSP5-8.5-NF-cooler,2049,23.51291429
1,Northeast,corn,SSP5-8.5-NF-cooler,2050,37.36764803
1,Northeast,corn,SSP5-8.5-NF-cooler,2051,34.97221673
1,Northeast,corn,SSP5-8.5-NF-cooler,2052,53.78337923
1,Northeast,corn,SSP5-8.5-NF-cooler,2053,30.68200628
1,Northeast,corn,SSP5-8.5-NF-cooler,2054,30.71475919
1,Northeast,corn,SSP5-8.5-NF-cooler,2055,26.50409046
1,Northeast,corn,SSP5-8.5-NF-hotter,2021,40.30985981
1,Northeast,corn,SSP5-8.5-NF-hotter,2022,21.75967226
1,Northeast,corn,SSP5-8.5-NF-hotter,2023,26.3087577
1,Northeast,corn,SSP5-8.5-NF-hotter,2024,23.7346362
1,Northeast,corn,SSP5-8.5-NF-hotter,2025,38.4315026
1,Northeast,corn,SSP5-8.5-NF-hotter,2026,38.92325709
1,Northeast,corn,SSP5-8.5-NF-hotter,2027,34.09719094
1,Northeast,corn,SSP5-8.5-NF-hotter,2028,55.10808833
1,Northeast,corn,SSP5-8.5-NF-hotter,2029,21.43274726
1,Northeast,corn,SSP5-8.5-NF-hotter,2030,28.47069182
1,Northeast,corn,SSP5-8.5-NF-hotter,2031,70.7718586
1,Northeast,corn,SSP5-8.5-NF-hotter,2032,43.20820738
1,Northeast,corn,SSP5-8.5-NF-hotter,2033,60.13710475
1,Northeast,corn,SSP5-8.5-NF-hotter,2034,31.27718252
1,Northeast,corn,SSP5-8.5-NF-hotter,2035,56.53282298
1,Northeast,corn,SSP5-8.5-NF-hotter,2036,21.52597179
1,Northeast,corn,SSP5-8.5-NF-hotter,2037,44.8173796
1,Northeast,corn,SSP5-8.5-NF-hotter,2038,30.09152631
1,Northeast,corn,SSP5-8.5-NF-hotter,2039,75.73909263
1,Northeast,corn,SSP5-8.5-NF-hotter,2040,29.56014717
1,Northeast,corn,SSP5-8.5-NF-hotter,2041,51.55961986
1,Northeast,corn,SSP5-8.5-NF-hotter,2042,55.71584829
1,Northeast,corn,SSP5-8.5-NF-hotter,2043,19.84822684
1,Northeast,corn,SSP5-8.5-NF-hotter,2044,30.22293162
1,Northeast,corn,SSP5-8.5-NF-hotter,2045,40.83982549
1,Northeast,corn,SSP5-8.5-NF-hotter,2046,38.25560362
1,Northeast,corn,SSP5-8.5-NF-hotter,2047,52.22355429
1,Northeast,corn,SSP5-8.5-NF-hotter,2048,29.49290914
1,Northeast,corn,SSP5-8.5-NF-hotter,2049,25.16349671
1,Northeast,corn,SSP5-8.5-NF-hotter,2050,44.35811849
1,Northeast,corn,SSP5-8.5-NF-hotter,2051,40.62597064
1,Northeast,corn,SSP5-8.5-NF-hotter,2052,53.79273033
1,Northeast,corn,SSP5-8.5-NF-hotter,2053,28.03568716
1,Northeast,corn,SSP5-8.5-NF-hotter,2054,28.85719441
1,Northeast,corn,SSP5-8.5-NF-hotter,2055,24.31473424
1,Northeast,corn,RCP8.5-NF-cooler,2021,51.94472121
1,Northeast,corn,RCP8.5-NF-cooler,2022,30.14817697
1,Northeast,corn,RCP8.5-NF-cooler,2023,37.51400806
1,Northeast,corn,RCP8.5-NF-cooler,2024,38.22444019
1,Northeast,corn,RCP8.5-NF-cooler,2025,44.24781348
1,Northeast,corn,RCP8.5-NF-cooler,2026,43.09153908
1,Northeast,corn,RCP8.5-NF-cooler,2027,39.6131699
1,Northeast,corn,RCP8.5-NF-cooler,2028,64.21691404
1,Northeast,corn,RCP8.5-NF-cooler,2029,24.63328622
1,Northeast,corn,RCP8.5-NF-cooler,2030,25.90341463
1,Northeast,corn,RCP8.5-NF-cooler,2031,71.35773071
1,Northeast,corn,RCP8.5-NF-cooler,2032,32.76992673
1,Northeast,corn,RCP8.5-NF-cooler,2033,56.80355741
1,Northeast,corn,RCP8.5-NF-cooler,2034,23.63684881
1,Northeast,corn,RCP8.5-NF-cooler,2035,54.07978908
1,Northeast,corn,RCP8.5-NF-cooler,2036,21.31581314
1,Northeast,corn,RCP8.5-NF-cooler,2037,48.00523073
1,Northeast,corn,RCP8.5-NF-cooler,2038,36.86435657
1,Northeast,corn,RCP8.5-NF-cooler,2039,81.20334109
1,Northeast,corn,RCP8.5-NF-cooler,2040,30.36346387
1,Northeast,corn,RCP8.5-NF-cooler,2041,43.90342405
1,Northeast,corn,RCP8.5-NF-cooler,2042,64.88565948
1,Northeast,corn,RCP8.5-NF-cooler,2043,24.69365447
1,Northeast,corn,RCP8.5-NF-cooler,2044,29.16365082
1,Northeast,corn,RCP8.5-NF-cooler,2045,42.37168157
1,Northeast,corn,RCP8.5-NF-cooler,2046,37.11017828
1,Northeast,corn,RCP8.5-NF-cooler,2047,62.33530447
1,Northeast,corn,RCP8.5-NF-cooler,2048,25.81192708
1,Northeast,corn,RCP8.5-NF-cooler,2049,26.94645744
1,Northeast,corn,RCP8.5-NF-cooler,2050,37.86173498
1,Northeast,corn,RCP8.5-NF-cooler,2051,32.38242362
1,Northeast,corn,RCP8.5-NF-cooler,2052,64.01848079
1,Northeast,corn,RCP8.5-NF-cooler,2053,34.55837703
1,Northeast,corn,RCP8.5-NF-cooler,2054,27.93951054
