time,NE,SE,MW,NGP,SGP,SW,NW
1981-01-01,-1.1993644239321406,-1.25594063093614,-0.36034915614519497,0.6281042546628589,-0.41131609772724403,0.08304001843505078,0.3313273221561912
1981-02-01,1.1292829412258598,-0.6021089333953922,0.45414224524527963,0.7826514906745352,-0.48677283331111154,-0.06716329864634307,0.42534846321384806
1981-03-01,-1.2041710321405803,-0.8711446466267244,-0.8644156554255572,-0.49386635642337634,0.2949784441252747,0.36400126136003885,-0.4169127855440161
1981-04-01,-0.6927766536186111,-0.981773612137541,-0.6051925753102253,-0.8617943875641771,-0.15674529884762003,-0.000455696117057844,-0.17947633028450713
1981-05-01,-0.40304821756386167,-0.636887925660221,-0.18349126940539948,0.11562607237712853,0.38640332679567824,0.45314445840696943,0.28969356705997035
1981-06-01,-0.17628155139717916,-0.2875408611953931,0.02638566974897618,-0.3070219966751517,0.3566309239658512,0.23285050759042095,0.36454207202475897
1981-07-01,-0.16184111609428264,-0.19627374457391708,0.13811751486931212,0.1547999975416632,0.6387270115714273,0.5949330919022917,0.3935371103624943
1981-08-01,-0.5078059351653403,-0.20067073234130944,0.18973899406082734,-0.46393289842455354,0.5722162373548648,0.12900956706904396,-0.4781925861531076
1981-09-01,0.12944280096282654,-0.5288775407937893,-0.0375004956390021,-0.17444782851155505,0.1998510798186351,0.4346156145865794,0.5062802671784147
1981-10-01,0.13471813227668206,-0.3171276670483449,0.11051897532050063,0.45990024874756064,0.9453889266207588,0.6105826620293668,0.976225187630586
1981-11-01,-0.22923778541698306,-1.0822952230847556,-0.3700497650042806,-0.06701473368401302,0.6282846521603985,0.45302523877827255,0.6797416235738839
1981-12-01,-0.07205563768560756,-0.6804910667482406,-0.3710200155399513,0.5392910100871219,0.21695725854359038,0.21791519399526862,0.9628253290338884
1982-01-01,-0.2690610757824785,-0.24522336798146455,-0.21572779991245303,0.1355141132795387,0.17606309928392025,0.3528916757074901,0.158908932431383
1982-02-01,-0.045818502716851325,0.010901341415169977,0.09723703107677782,0.6484192690369227,0.5594101034014762,0.5385845326534521,1.2578491932148175
1982-03-01,0.2901945394867784,-0.4067237698911136,0.36094914767288017,-0.05764705114053705,0.1480259434237588,0.2976245535484335,0.5756254948114407
1982-04-01,0.4825817205804556,-0.2054286075338779,0.4757562954977199,0.4303399418772834,-0.01563144978479297,0.38827782378548714,0.7037329778740853
1982-05-01,-0.2686921563893152,-0.33281217852476724,0.20924773469864263,0.7059022771535943,0.9296487861122301,0.5204467666205038,0.16350506260688294
1982-06-01,0.24504188041054065,0.21641773917995896,-0.03865371531650726,0.34074443233428914,0.5061893855377719,0.2875546883530631,0.4151583834822125
1982-07-01,0.2742833880127867,0.0755922431225946,0.14064412868146012,0.44676769166886265,0.16788621064381684,0.7270241185676203,0.86559792128997
1982-08-01,0.010172835444082203,0.2623411593140075,0.28697155829942544,0.17890907876169745,-0.21195368917701152,0.8545490385381823,0.4523106344874467
1982-09-01,0.001518388251476452,-0.06404113349540867,-0.15074638507495702,0.974789362586638,-0.7291516759399469,0.8237105035098385,0.9292365830245984
1982-10-01,-0.35333637529042417,0.09690711928075829,0.00047485441515610744,1.1850350401962397,-0.1877558778312005,0.16324729399526292,1.0186835929093425
1982-11-01,-0.2659688565995831,0.1352187830584015,0.6609343087509473,0.7752619793684197,0.47301727727944554,0.7252986132365493,0.0953707100964178
1982-12-01,-0.3094754327939862,0.622195763780505,1.1962363839054855,0.9836924771429064,0.541863047924798,0.7635114714911174,0.592887851365484
