Year,state_id,Production(BU),Plant_Area(km^2),Harvest_Area(km^2),State_Code,State_Name
1981,0,31026657.42,2158.431764,2158.431764,AL,ALABAMA
1981,2,436674.9714,337.2133524,208.0859775,AZ,ARIZONA
1981,3,8649058.443,472.4370091,472.4370091,AR,ARKANSAS
1981,4,1512352.351,657.5993077,317.3632923,CA,CALIFORNIA
1981,5,8754474.788,5271.314994,3816.503428,CO,COLORADO
1981,6,2360469.617,107.5515868,107.5515868,CT,CONNECTICUT
1981,7,16436180.59,670.5140418,670.5140418,DE,DELAWARE
1981,8,0,0,0,DC,DISTRICT OF COLUMBIA
1981,9,5501396.653,684.542563,684.542563,FL,FLORIDA
1981,10,20537932.52,2314.821892,2314.821892,GA,GEORGIA
1981,12,94804.67306,240.4232797,38.38736066,ID,IDAHO
1981,13,1223043117,48295.21114,48295.21114,IL,ILLINOIS
1981,14,673544539.3,25704.77108,25704.77108,IN,INDIANA
1981,15,440062505.6,56590.62759,56074.28691,IA,IOWA
1981,16,101216902.1,12732.88311,11368.68748,KS,KANSAS
1981,17,166634999,7635.900685,7635.900685,KY,KENTUCKY
1981,18,37097295.95,2430.966327,2430.966327,LA,LOUISIANA
1981,19,2096633.956,132.9482071,132.8803349,ME,MAINE
1981,20,63322796.52,2650.939802,2650.939802,MD,MARYLAND
1981,21,3574705.791,155.9303139,155.9303139,MA,MASSACHUSETTS
1981,22,203423434.9,10554.20459,10554.16493,MI,MICHIGAN
1981,23,188631704.9,32991.64306,28839.80206,MN,MINNESOTA
1981,24,43767807.77,2959.822079,2959.822079,MS,MISSISSIPPI
1981,25,319836713.8,15302.59504,15302.59504,MO,MISSOURI
1981,26,446396.8423,194.3764446,125.1935834,MT,MONTANA
1981,27,112739544.1,22474.75175,20407.53266,NE,NEBRASKA
1981,28,0,2.77858E-06,0,NV,NEVADA
1981,29,640174.6514,29.09647543,29.09647543,NH,NEW HAMPSHIRE
1981,30,20996700.85,730.5410085,730.5410085,NJ,NEW JERSEY
1981,31,1789243.705,470.5392234,430.3915042,NM,NEW MEXICO
1981,32,110570964.4,5546.552161,5546.532076,NY,NEW YORK
1981,33,101356486.5,3755.93165,3755.93165,NC,NORTH CAROLINA
1981,34,12533214.79,4590.093566,3832.019656,ND,NORTH DAKOTA
1981,35,410726672,16067.33913,16067.33913,OH,OHIO
1981,36,12066345.91,1341.838569,933.6651728,OK,OKLAHOMA
1981,37,6772981.714,568.8773167,461.8629111,OR,OREGON
1981,38,161429904.3,6883.137584,6883.137584,PA,PENNSYLVANIA
1981,39,775711.2124,32.17486463,32.17486463,RI,RHODE ISLAND
1981,40,39042834.19,2081.300988,2081.300988,SC,SOUTH CAROLINA
1981,41,16697927.52,18204.16904,6908.797422,SD,SOUTH DAKOTA
1981,42,90773729.21,4183.446531,4183.446531,TN,TENNESSEE
1981,43,157305842.7,8144.702142,7958.212812,TX,TEXAS
1981,44,62809.30538,235.507715,45.05477545,UT,UTAH
1981,45,3358189.512,215.2780112,215.2780112,VT,VERMONT
1981,46,65577618.09,2397.429977,2397.429977,VA,VIRGINIA
1981,47,5084005.378,997.814959,560.9476879,WA,WASHINGTON
1981,48,13477368.67,536.8994155,536.8994155,WV,WEST VIRGINIA
1981,49,346922583.1,18769.82739,18754.54391,WI,WISCONSIN
1981,50,311420.0434,407.6728157,84.34654021,WY,WYOMING
1982,0,45436389.09,2116.213143,2116.213143,AL,ALABAMA
1982,2,89896.71079,341.1208796,68.23670229,AZ,ARIZONA
1982,3,9392216.905,473.5042197,473.5042197,AR,ARKANSAS
1982,4,2803109.873,658.9434717,405.222057,CA,CALIFORNIA
1982,5,17291689.1,5315.674602,4175.64731,CO,COLORADO
1982,6,2819261.558,113.10688,113.10688,CT,CONNECTICUT
1982,7,19419047.21,665.7692328,665.7692328,DE,DELAWARE
1982,8,0,0,0,DC,DISTRICT OF COLUMBIA
1982,9,19076661.22,688.3762118,688.3762118,FL,FLORIDA
1982,10,54074065.48,2286.883384,2286.883384,GA,GEORGIA
1982,12,106731.8676,238.8869061,48.14381219,ID,IDAHO
1982,13,1105390894,48291.66404,48291.66404,IL,ILLINOIS
1982,14,687958050.4,25616.78718,25616.78718,IN,INDIANA
1982,15,1302298283,56537.69571,56537.69571,IA,IOWA
1982,16,137798819.1,12812.23994,12263.4326,KS,KANSAS
1982,17,177800742.5,7618.524772,7618.524772,KY,KENTUCKY
1982,18,34400235.02,2380.715399,2380.715399,LA,LOUISIANA
1982,19,2317744.423,131.6014797,131.6014797,ME,MAINE
1982,20,64586523.99,2637.248868,2637.248868,MD,MARYLAND
1982,21,3477019.971,150.9451421,150.9451421,MA,MASSACHUSETTS
1982,22,220060467.7,10513.82414,10513.78448,MI,MICHIGAN
1982,23,521656108.1,32884.74515,32832.30338,MN,MINNESOTA
1982,24,61633418.59,2925.016832,2925.016832,MS,MISSISSIPPI
1982,25,340814420.6,15270.43781,15270.43781,MO,MISSOURI
1982,26,1263158.283,204.3764404,168.8593242,MT,MONTANA
1982,27,341005599.3,22267.32789,22154.29954,NE,NEBRASKA
1982,28,0,1.69691E-06,0,NV,NEVADA
1982,29,628480.1568,28.56169948,28.56169948,NH,NEW HAMPSHIRE
1982,30,19518546.58,719.538471,719.538471,NJ,NEW JERSEY
1982,31,1085693.62,476.7682688,317.4661348,NM,NEW MEXICO
1982,32,113769256.6,5456.586546,5456.586546,NY,NEW YORK
1982,33,100172951.9,3724.244129,3724.244129,NC,NORTH CAROLINA
1982,34,12993241.91,4596.125206,3886.0211,ND,NORTH DAKOTA
1982,35,411149431.4,16027.31676,16027.31676,OH,OHIO
1982,36,21278805.77,1372.012912,1369.62326,OK,OKLAHOMA
1982,37,5221770.509,568.4179776,424.2162983,OR,OREGON
1982,38,141092078.3,6833.576892,6833.576892,PA,PENNSYLVANIA
1982,39,726029.1665,30.94375379,30.94375379,RI,RHODE ISLAND
1982,40,49832930.93,2065.676391,2065.676391,SC,SOUTH CAROLINA
1982,41,152201777.7,18307.36238,17664.59064,SD,SOUTH DAKOTA
1982,42,98046631.39,4148.184648,4148.184648,TN,TENNESSEE
1982,43,55900049.06,7994.615768,7539.190774,TX,TEXAS
1982,44,304757.3731,238.4119258,113.3947011,UT,UTAH
1982,45,3551228.368,212.3172225,212.3172225,VT,VERMONT
1982,46,60944719.86,2369.715895,2369.715895,VA,VIRGINIA
