ID,State,Commodity,Cause of Loss,Payment Indemnity,Payment Acreage,Year
35,Missouri,Wheat,Drought,6392.8,134.18,1991
4,North Dakota,Wheat,Drought,5749697.87,310006.132854,1991
39,Tennessee,Wheat,Drought,918.9,12.78,1991
23,Utah,Wheat,Drought,284812.55,12906.15298,1991
47,Louisiana,Wheat,Drought,10737.0,144.3,1991
8,Idaho,Wheat,Drought,287135.8,13926.92382,1991
34,Virginia,Wheat,Drought,5672.0,120.0,1991
3,Maine,Wheat,Drought,0.0,0.0,1991
9,Vermont,Wheat,Drought,0.0,0.0,1991
12,New Hampshire,Wheat,Drought,0.0,0.0,1991
14,Massachusetts,Wheat,Drought,0.0,0.0,1991
17,Pennsylvania,Wheat,Drought,0.0,0.0,1991
18,Connecticut,Wheat,Drought,0.0,0.0,1991
19,Rhode Island,Wheat,Drought,0.0,0.0,1991
20,New Jersey,Wheat,Drought,0.0,0.0,1991
22,Nevada,Wheat,Drought,0.0,0.0,1991
28,Delaware,Wheat,Drought,0.0,0.0,1991
29,West Virginia,Wheat,Drought,0.0,0.0,1991
30,Maryland,Wheat,Drought,0.0,0.0,1991
32,Kentucky,Wheat,Drought,0.0,0.0,1991
36,Arizona,Wheat,Drought,0.0,0.0,1991
45,South Carolina,Wheat,Drought,0.0,0.0,1991
48,Florida,Wheat,Drought,0.0,0.0,1991
41,New Mexico,Wheat,Drought,13570.5,684.1357,1992
21,Indiana,Wheat,Drought,79344.5,1041.1225,1992
37,Oklahoma,Wheat,Drought,2249104.92,101496.400981,1992
46,Arkansas,Wheat,Drought,8105.6,173.4408,1992
6,Wyoming,Wheat,Drought,262998.2,12364.79085,1992
11,Oregon,Wheat,Drought,5153031.4,216582.516858,1992
38,North Carolina,Wheat,Drought,2582.0,91.9,1992
5,South Dakota,Wheat,Drought,3994082.28,138095.67115,1992
43,Mississippi,Wheat,Drought,108445.0,2995.04,1992
26,Illinois,Wheat,Drought,15371.4,254.3164,1992
2,Montana,Wheat,Drought,30654610.9,911426.399491,1992
15,Nebraska,Wheat,Drought,1182255.99,38814.477988,1992
33,Kansas,Wheat,Drought,11049714.22,447310.053001,1992
10,Minnesota,Wheat,Drought,100119.5,3283.99906,1992
44,Georgia,Wheat,Drought,22997.6,797.8,1992
24,California,Wheat,Drought,20849.0,1215.5,1992
7,Wisconsin,Wheat,Drought,18079.0,576.3,1992
42,Alabama,Wheat,Drought,13625.25,312.6,1992
13,Iowa,Wheat,Drought,1241.0,24.1,1992
25,Ohio,Wheat,Drought,45803.32,781.415,1992
49,Michigan,Wheat,Drought,13349.24,460.72723,1992
40,Texas,Wheat,Drought,398925.84,18430.523857,1992
31,Colorado,Wheat,Drought,1158300.32,50960.2402,1992
1,Washington,Wheat,Drought,7780277.72,393196.591086,1992
35,Missouri,Wheat,Drought,43680.56,987.886139,1992
32,Kentucky,Wheat,Drought,450.0,14.5,1992
45,South Carolina,Wheat,Drought,1035.0,26.3,1992
4,North Dakota,Wheat,Drought,1003525.63,60862.06203,1992
39,Tennessee,Wheat,Drought,58200.0,541.0,1992
23,Utah,Wheat,Drought,245132.15,11749.6971,1992
48,Florida,Wheat,Drought,158.0,21.4,1992
8,Idaho,Wheat,Drought,2372240.05,67858.96884,1992
34,Virginia,Wheat,Drought,927.2,18.44,1992
3,Maine,Wheat,Drought,0.0,0.0,1992
9,Vermont,Wheat,Drought,0.0,0.0,1992
12,New Hampshire,Wheat,Drought,0.0,0.0,1992
14,Massachusetts,Wheat,Drought,0.0,0.0,1992
16,New York,Wheat,Drought,0.0,0.0,1992
17,Pennsylvania,Wheat,Drought,0.0,0.0,1992
18,Connecticut,Wheat,Drought,0.0,0.0,1992
19,Rhode Island,Wheat,Drought,0.0,0.0,1992
20,New Jersey,Wheat,Drought,0.0,0.0,1992
22,Nevada,Wheat,Drought,0.0,0.0,1992
28,Delaware,Wheat,Drought,0.0,0.0,1992
29,West Virginia,Wheat,Drought,0.0,0.0,1992
30,Maryland,Wheat,Drought,0.0,0.0,1992
36,Arizona,Wheat,Drought,0.0,0.0,1992
47,Louisiana,Wheat,Drought,0.0,0.0,1992
41,New Mexico,Wheat,Drought,367555.21,22065.329715,1993
21,Indiana,Wheat,Drought,7.0,16.0,1993
37,Oklahoma,Wheat,Drought,1068693.59,42158.77852,1993
46,Arkansas,Wheat,Drought,18698.0,525.95,1993
6,Wyoming,Wheat,Drought,20006.1,844.8404,1993
11,Oregon,Wheat,Drought,3844.0,289.86,1993
38,North Carolina,Wheat,Drought,7435.4,349.91,1993
5,South Dakota,Wheat,Drought,76244.2,3821.68185,1993
26,Illinois,Wheat,Drought,5706.75,125.85,1993
2,Montana,Wheat,Drought,261864.68,17898.89556,1993
15,Nebraska,Wheat,Drought,34737.71,1519.45846,1993
33,Kansas,Wheat,Drought,238855.11,7778.063912,1993
10,Minnesota,Wheat,Drought,95651.7,1723.0,1993
44,Georgia,Wheat,Drought,12655.6,603.91,1993
7,Wisconsin,Wheat,Drought,654.0,14.5,1993
42,Alabama,Wheat,Drought,10389.6,277.19,1993
25,Ohio,Wheat,Drought,2085.4,100.14,1993
49,Michigan,Wheat,Drought,7889.4,141.73,1993
40,Texas,Wheat,Drought,2521682.59,139282.891342,1993
31,Colorado,Wheat,Drought,146022.49,7102.526116,1993
1,Washington,Wheat,Drought,482521.89,43616.21414,1993
35,Missouri,Wheat,Drought,2266.2,182.2908,1993
45,South Carolina,Wheat,Drought,34487.6,952.3175,1993
4,North Dakota,Wheat,Drought,104137.5,2608.1372,1993
23,Utah,Wheat,Drought,103754.63,9659.3163,1993
48,Florida,Wheat,Drought,1450.1,119.2,1993
47,Louisiana,Wheat,Drought,19266.0,513.1602,1993
8,Idaho,Wheat,Drought,7252.25,549.6,1993
34,Virginia,Wheat,Drought,3720.0,125.2,1993
3,Maine,Wheat,Drought,0.0,0.0,1993
9,Vermont,Wheat,Drought,0.0,0.0,1993
12,New Hampshire,Wheat,Drought,0.0,0.0,1993
13,Iowa,Wheat,Drought,0.0,0.0,1993
14,Massachusetts,Wheat,Drought,0.0,0.0,1993
16,New York,Wheat,Drought,0.0,0.0,1993
17,Pennsylvania,Wheat,Drought,0.0,0.0,1993
18,Connecticut,Wheat,Drought,0.0,0.0,1993
19,Rhode Island,Wheat,Drought,0.0,0.0,1993
20,New Jersey,Wheat,Drought,0.0,0.0,1993
22,Nevada,Wheat,Drought,0.0,0.0,1993
24,California,Wheat,Drought,0.0,0.0,1993
28,Delaware,Wheat,Drought,0.0,0.0,1993
29,West Virginia,Wheat,Drought,0.0,0.0,1993
30,Maryland,Wheat,Drought,0.0,0.0,1993
32,Kentucky,Wheat,Drought,0.0,0.0,1993
36,Arizona,Wheat,Drought,0.0,0.0,1993
39,Tennessee,Wheat,Drought,0.0,0.0,1993
43,Mississippi,Wheat,Drought,0.0,0.0,1993
41,New Mexico,Wheat,Drought,410459.18,25414.83294,1994
21,Indiana,Wheat,Drought,1593.2,45.46,1994
37,Oklahoma,Wheat,Drought,15531613.8,638406.959888,1994
46,Arkansas,Wheat,Drought,2234.0,81.9,1994
6,Wyoming,Wheat,Drought,158632.07,9546.282077,1994
11,Oregon,Wheat,Drought,178926.0,9657.45614,1994
38,North Carolina,Wheat,Drought,40343.4,1345.785,1994
5,South Dakota,Wheat,Drought,1426840.54,79373.302414,1994
26,Illinois,Wheat,Drought,8449.5,406.4722,1994
2,Montana,Wheat,Drought,4490986.04,232539.712167,1994
15,Nebraska,Wheat,Drought,678297.13,38124.733466,1994
33,Kansas,Wheat,Drought,2826266.28,104273.618884,1994
10,Minnesota,Wheat,Drought,196590.72,6862.952958,1994
44,Georgia,Wheat,Drought,7956.0,533.0,1994
24,California,Wheat,Drought,74724.0,2135.1,1994
7,Wisconsin,Wheat,Drought,7556.09,293.722,1994
13,Iowa,Wheat,Drought,802.0,38.5,1994
25,Ohio,Wheat,Drought,10824.58,363.456,1994
49,Michigan,Wheat,Drought,6703.3,232.0085,1994
40,Texas,Wheat,Drought,11049618.71,523570.974038,1994
31,Colorado,Wheat,Drought,2094712.84,116832.951613,1994
1,Washington,Wheat,Drought,2498249.77,118499.855822,1994
35,Missouri,Wheat,Drought,15645.7,408.1049,1994
32,Kentucky,Wheat,Drought,2835.0,57.7,1994
45,South Carolina,Wheat,Drought,603.0,22.9,1994
4,North Dakota,Wheat,Drought,1658323.8,79144.400722,1994
23,Utah,Wheat,Drought,75111.22,3603.5812,1994
8,Idaho,Wheat,Drought,1157702.17,46845.048586,1994
34,Virginia,Wheat,Drought,3876.36,73.031,1994
3,Maine,Wheat,Drought,0.0,0.0,1994
9,Vermont,Wheat,Drought,0.0,0.0,1994
12,New Hampshire,Wheat,Drought,0.0,0.0,1994
14,Massachusetts,Wheat,Drought,0.0,0.0,1994
16,New York,Wheat,Drought,0.0,0.0,1994
17,Pennsylvania,Wheat,Drought,0.0,0.0,1994
18,Connecticut,Wheat,Drought,0.0,0.0,1994
19,Rhode Island,Wheat,Drought,0.0,0.0,1994
20,New Jersey,Wheat,Drought,0.0,0.0,1994
22,Nevada,Wheat,Drought,0.0,0.0,1994
28,Delaware,Wheat,Drought,0.0,0.0,1994
29,West Virginia,Wheat,Drought,0.0,0.0,1994
30,Maryland,Wheat,Drought,0.0,0.0,1994
36,Arizona,Wheat,Drought,0.0,0.0,1994
39,Tennessee,Wheat,Drought,0.0,0.0,1994
42,Alabama,Wheat,Drought,0.0,0.0,1994
43,Mississippi,Wheat,Drought,0.0,0.0,1994
47,Louisiana,Wheat,Drought,0.0,0.0,1994
48,Florida,Wheat,Drought,0.0,0.0,1994
41,New Mexico,Wheat,Drought,2457165.96,155429.536253,1995
21,Indiana,Wheat,Drought,4077.68,153.865,1995
37,Oklahoma,Wheat,Drought,7153648.15,303077.311484,1995
46,Arkansas,Wheat,Drought,26339.47,624.88,1995
6,Wyoming,Wheat,Drought,13365.34,542.06752,1995
11,Oregon,Wheat,Drought,77085.0,3722.2972,1995
38,North Carolina,Wheat,Drought,213880.44,7678.3252,1995
5,South Dakota,Wheat,Drought,68899.41,3897.41435,1995
43,Mississippi,Wheat,Drought,3013.2,134.9,1995
26,Illinois,Wheat,Drought,5464.4,370.48,1995
2,Montana,Wheat,Drought,2297497.64,85093.330755,1995
15,Nebraska,Wheat,Drought,72238.05,2318.88526,1995
33,Kansas,Wheat,Drought,811947.37,33824.944088,1995
10,Minnesota,Wheat,Drought,888007.04,31370.40634,1995
16,New York,Wheat,Drought,4053.0,137.1,1995
44,Georgia,Wheat,Drought,139442.2,7869.13,1995
7,Wisconsin,Wheat,Drought,38927.19,937.351,1995
42,Alabama,Wheat,Drought,10492.4,1428.25,1995
13,Iowa,Wheat,Drought,13.23,3.5035,1995
25,Ohio,Wheat,Drought,1160.0,174.8,1995
49,Michigan,Wheat,Drought,41684.23,1388.276196,1995
40,Texas,Wheat,Drought,14900754.25,829323.480542,1995
31,Colorado,Wheat,Drought,304851.24,12687.459854,1995
1,Washington,Wheat,Drought,728270.95,37207.970425,1995
35,Missouri,Wheat,Drought,4036.33,157.66862,1995
32,Kentucky,Wheat,Drought,2793.0,117.345,1995
45,South Carolina,Wheat,Drought,453317.35,29881.972,1995
20,New Jersey,Wheat,Drought,68.0,37.4,1995
4,North Dakota,Wheat,Drought,1208478.74,45739.173761,1995
23,Utah,Wheat,Drought,318.6,18.0,1995
48,Florida,Wheat,Drought,12435.0,767.9,1995
30,Maryland,Wheat,Drought,150.0,64.3,1995
8,Idaho,Wheat,Drought,3154.0,567.0,1995
17,Pennsylvania,Wheat,Drought,1414.6,92.6,1995
34,Virginia,Wheat,Drought,28391.05,482.87,1995
3,Maine,Wheat,Drought,0.0,0.0,1995
9,Vermont,Wheat,Drought,0.0,0.0,1995
12,New Hampshire,Wheat,Drought,0.0,0.0,1995
14,Massachusetts,Wheat,Drought,0.0,0.0,1995
18,Connecticut,Wheat,Drought,0.0,0.0,1995
19,Rhode Island,Wheat,Drought,0.0,0.0,1995
22,Nevada,Wheat,Drought,0.0,0.0,1995
24,California,Wheat,Drought,0.0,0.0,1995
28,Delaware,Wheat,Drought,0.0,0.0,1995
29,West Virginia,Wheat,Drought,0.0,0.0,1995
36,Arizona,Wheat,Drought,0.0,0.0,1995
39,Tennessee,Wheat,Drought,0.0,0.0,1995
47,Louisiana,Wheat,Drought,0.0,0.0,1995
41,New Mexico,Wheat,Drought,3321199.2,194504.220545,1996
21,Indiana,Wheat,Drought,109141.85,3150.863215,1996
37,Oklahoma,Wheat,Drought,51218910.14,2286606.757425,1996
46,Arkansas,Wheat,Drought,115981.45,2034.01075,1996
6,Wyoming,Wheat,Drought,41056.96,2494.528488,1996
11,Oregon,Wheat,Drought,43274.0,1223.3468,1996
38,North Carolina,Wheat,Drought,9324.1,282.1729,1996
5,South Dakota,Wheat,Drought,118206.63,5859.645461,1996
43,Mississippi,Wheat,Drought,21193.6,449.62,1996
26,Illinois,Wheat,Drought,89170.2,928.14398,1996
2,Montana,Wheat,Drought,8770727.21,481422.461399,1996
15,Nebraska,Wheat,Drought,1257482.65,37306.424726,1996
33,Kansas,Wheat,Drought,39569172.54,1279040.731808,1996
10,Minnesota,Wheat,Drought,142609.69,4977.16755,1996
44,Georgia,Wheat,Drought,3282.0,179.8,1996
24,California,Wheat,Drought,67679.6,7402.475,1996
7,Wisconsin,Wheat,Drought,2869.15,103.65,1996
42,Alabama,Wheat,Drought,253.75,30.275,1996
13,Iowa,Wheat,Drought,69015.9,1082.2238,1996
25,Ohio,Wheat,Drought,7207.4,130.1912,1996
49,Michigan,Wheat,Drought,8805.46,356.05532,1996
40,Texas,Wheat,Drought,32812333.81,1747627.958882,1996
31,Colorado,Wheat,Drought,11093924.64,368301.370265,1996
1,Washington,Wheat,Drought,189760.35,8906.6163,1996
35,Missouri,Wheat,Drought,173278.66,6695.621529,1996
32,Kentucky,Wheat,Drought,7240.2,176.03,1996
45,South Carolina,Wheat,Drought,15489.25,780.45,1996
4,North Dakota,Wheat,Drought,2398687.73,115052.003935,1996
39,Tennessee,Wheat,Drought,403.9,32.0115,1996
23,Utah,Wheat,Drought,387449.5,24506.4227,1996
47,Louisiana,Wheat,Drought,32021.6,762.525,1996
8,Idaho,Wheat,Drought,119596.77,4178.241965,1996
34,Virginia,Wheat,Drought,1044.0,38.7,1996
3,Maine,Wheat,Drought,0.0,0.0,1996
9,Vermont,Wheat,Drought,0.0,0.0,1996
12,New Hampshire,Wheat,Drought,0.0,0.0,1996
14,Massachusetts,Wheat,Drought,0.0,0.0,1996
16,New York,Wheat,Drought,0.0,0.0,1996
17,Pennsylvania,Wheat,Drought,0.0,0.0,1996
18,Connecticut,Wheat,Drought,0.0,0.0,1996
19,Rhode Island,Wheat,Drought,0.0,0.0,1996
20,New Jersey,Wheat,Drought,0.0,0.0,1996
22,Nevada,Wheat,Drought,0.0,0.0,1996
28,Delaware,Wheat,Drought,0.0,0.0,1996
29,West Virginia,Wheat,Drought,0.0,0.0,1996
30,Maryland,Wheat,Drought,0.0,0.0,1996
36,Arizona,Wheat,Drought,0.0,0.0,1996
48,Florida,Wheat,Drought,0.0,0.0,1996
41,New Mexico,Wheat,Drought,3722.5,7616.267,1997
21,Indiana,Wheat,Drought,5136.0,52.25,1997
37,Oklahoma,Wheat,Drought,93913.6,3496.484382,1997
46,Arkansas,Wheat,Drought,17194.0,1015.0,1997
6,Wyoming,Wheat,Drought,18729.85,872.825802,1997
11,Oregon,Wheat,Drought,7236.6,438.9,1997
38,North Carolina,Wheat,Drought,37294.5,738.8,1997
5,South Dakota,Wheat,Drought,1040313.31,49334.41322,1997
43,Mississippi,Wheat,Drought,15097.2,199.32,1997
26,Illinois,Wheat,Drought,8236.1,255.313,1997
2,Montana,Wheat,Drought,3382637.83,182306.651949,1997
15,Nebraska,Wheat,Drought,470452.34,17274.031128,1997
33,Kansas,Wheat,Drought,1793371.5,68728.076224,1997
10,Minnesota,Wheat,Drought,601098.87,18567.799847,1997
44,Georgia,Wheat,Drought,321538.05,7985.765,1997
24,California,Wheat,Drought,270991.17,24449.5928,1997
7,Wisconsin,Wheat,Drought,8692.3,185.165,1997
42,Alabama,Wheat,Drought,15874.2,501.7,1997
25,Ohio,Wheat,Drought,4945.3,88.864,1997
49,Michigan,Wheat,Drought,23986.35,444.072,1997
40,Texas,Wheat,Drought,1414425.56,58341.81898,1997
31,Colorado,Wheat,Drought,1980548.74,84112.076642,1997
1,Washington,Wheat,Drought,19737.2,850.349,1997
35,Missouri,Wheat,Drought,2333.0,72.024,1997
45,South Carolina,Wheat,Drought,4004.0,134.1,1997
4,North Dakota,Wheat,Drought,36235234.26,1334140.810295,1997
23,Utah,Wheat,Drought,47123.4,3837.61972,1997
48,Florida,Wheat,Drought,20627.0,602.1,1997
8,Idaho,Wheat,Drought,24168.1,1842.51265,1997
17,Pennsylvania,Wheat,Drought,917.8,59.24,1997
34,Virginia,Wheat,Drought,432.0,19.425,1997
3,Maine,Wheat,Drought,0.0,0.0,1997
9,Vermont,Wheat,Drought,0.0,0.0,1997
12,New Hampshire,Wheat,Drought,0.0,0.0,1997
13,Iowa,Wheat,Drought,0.0,0.0,1997
14,Massachusetts,Wheat,Drought,0.0,0.0,1997
16,New York,Wheat,Drought,0.0,0.0,1997
18,Connecticut,Wheat,Drought,0.0,0.0,1997
19,Rhode Island,Wheat,Drought,0.0,0.0,1997
20,New Jersey,Wheat,Drought,0.0,0.0,1997
22,Nevada,Wheat,Drought,0.0,0.0,1997
28,Delaware,Wheat,Drought,0.0,0.0,1997
29,West Virginia,Wheat,Drought,0.0,0.0,1997
30,Maryland,Wheat,Drought,0.0,0.0,1997
32,Kentucky,Wheat,Drought,0.0,0.0,1997
36,Arizona,Wheat,Drought,0.0,0.0,1997
39,Tennessee,Wheat,Drought,0.0,0.0,1997
47,Louisiana,Wheat,Drought,0.0,0.0,1997
41,New Mexico,Wheat,Drought,45897.0,4262.5388,1998
21,Indiana,Wheat,Drought,17911.0,437.37,1998
37,Oklahoma,Wheat,Drought,420906.16,21622.389698,1998
46,Arkansas,Wheat,Drought,9337.0,356.55,1998
6,Wyoming,Wheat,Drought,30530.6,843.86,1998
11,Oregon,Wheat,Drought,9393.6,125.1925,1998
38,North Carolina,Wheat,Drought,19411.2,1691.32,1998
5,South Dakota,Wheat,Drought,312094.92,10443.66189,1998
43,Mississippi,Wheat,Drought,769.0,85.05,1998
26,Illinois,Wheat,Drought,9892.0,89.0,1998
2,Montana,Wheat,Drought,15380116.82,540889.294382,1998
15,Nebraska,Wheat,Drought,213449.43,7366.09984,1998
33,Kansas,Wheat,Drought,295162.21,13311.16984,1998
10,Minnesota,Wheat,Drought,103096.74,2969.44765,1998
28,Delaware,Wheat,Drought,943.0,19.0,1998
44,Georgia,Wheat,Drought,17563.6,569.4,1998
7,Wisconsin,Wheat,Drought,36989.4,977.22,1998
42,Alabama,Wheat,Drought,3913.8,123.5,1998
13,Iowa,Wheat,Drought,9759.0,165.05,1998
25,Ohio,Wheat,Drought,18837.67,472.949,1998
49,Michigan,Wheat,Drought,412718.11,12388.355089,1998
40,Texas,Wheat,Drought,2850999.6,138583.78188,1998
31,Colorado,Wheat,Drought,448565.09,15035.313436,1998
1,Washington,Wheat,Drought,298531.83,5717.52781,1998
35,Missouri,Wheat,Drought,2310.96,197.8345,1998
45,South Carolina,Wheat,Drought,17965.0,1026.1,1998
4,North Dakota,Wheat,Drought,5107669.14,196774.300197,1998
48,Florida,Wheat,Drought,4380.0,125.0,1998
30,Maryland,Wheat,Drought,652.0,26.5,1998
47,Louisiana,Wheat,Drought,2333.0,86.342,1998
17,Pennsylvania,Wheat,Drought,6275.2,156.89,1998
34,Virginia,Wheat,Drought,33.0,15.0,1998
3,Maine,Wheat,Drought,0.0,0.0,1998
8,Idaho,Wheat,Drought,0.0,0.0,1998
9,Vermont,Wheat,Drought,0.0,0.0,1998
12,New Hampshire,Wheat,Drought,0.0,0.0,1998
14,Massachusetts,Wheat,Drought,0.0,0.0,1998
16,New York,Wheat,Drought,0.0,0.0,1998
18,Connecticut,Wheat,Drought,0.0,0.0,1998
19,Rhode Island,Wheat,Drought,0.0,0.0,1998
20,New Jersey,Wheat,Drought,0.0,0.0,1998
22,Nevada,Wheat,Drought,0.0,0.0,1998
23,Utah,Wheat,Drought,0.0,0.0,1998
24,California,Wheat,Drought,0.0,0.0,1998
29,West Virginia,Wheat,Drought,0.0,0.0,1998
32,Kentucky,Wheat,Drought,0.0,0.0,1998
36,Arizona,Wheat,Drought,0.0,0.0,1998
39,Tennessee,Wheat,Drought,0.0,0.0,1998
41,New Mexico,Wheat,Drought,25537.0,1389.0,1999
21,Indiana,Wheat,Drought,51206.84,789.36,1999
