Year,state_id,Production_Loss(ton),Area_Loss(km^2),State_Code,State_Name
2021,0,32464.521303704914,375.9905455570916,AL,ALABAMA
2021,2,163.5218324186267,43.48116312301493,AZ,ARIZONA
2021,3,56354.126507840396,1708.1570411888945,AR,ARKANSAS
2021,4,3141.057804956463,100.8501306670879,CA,CALIFORNIA
2021,5,623112.0783803215,8820.739914247739,CO,COLORADO
2021,6,0.0,0.0,CT,CONNECTICUT
2021,7,12963.348310648511,107.16239156146598,DE,DELAWARE
2021,8,464.7984697023097,4.611803829403076,DC,DISTRICT OF COLUMBIA
2021,9,9209.164492473497,40.421497164879355,FL,FLORIDA
2021,10,166401.58521279815,1708.5845542782808,GA,GEORGIA
2021,12,170370.92702039832,690.9416957904691,ID,IDAHO
2021,13,589657.7684679001,3983.4278560133935,IL,ILLINOIS
2021,14,289373.2741260138,2158.2154784345757,IN,INDIANA
2021,15,18207.400377230093,56.69970964259095,IA,IOWA
2021,16,4686634.341942182,30383.14621774707,KS,KANSAS
2021,17,116878.7825840532,1397.1422809822886,KY,KENTUCKY
2021,18,29435.968444607046,434.56805006213676,LA,LOUISIANA
2021,19,0.0,0.0,ME,MAINE
2021,20,75541.37265273035,561.698907726657,MD,MARYLAND
2021,21,3251.8681002036183,49.72511009381128,MA,MASSACHUSETTS
2021,22,291471.45353079407,1430.1208498926371,MI,MICHIGAN
2021,23,4761467.100357292,13976.265210315567,MN,MINNESOTA
2021,24,120545.1499494752,1216.711540423196,MS,MISSISSIPPI
2021,25,180171.97001155448,3475.925603629376,MO,MISSOURI
2021,26,3412879.623007385,14264.099953214309,MT,MONTANA
2021,27,1544872.5262709337,8128.980329987882,NE,NEBRASKA
2021,28,888.453228623492,128.5241249029539,NV,NEVADA
2021,29,0.0,0.0,NH,NEW HAMPSHIRE
2021,30,3642.9046127472557,32.931542678755456,NJ,NEW JERSEY
2021,31,5701.724732363429,107.32660343794198,NM,NEW MEXICO
2021,32,99397.17461105165,522.6061732492898,NY,NEW YORK
2021,33,159966.87798830637,1753.4081790503533,NC,NORTH CAROLINA
2021,34,19459731.06441337,64755.17654444939,ND,NORTH DAKOTA
2021,35,301939.6466210382,3476.7007214279292,OH,OHIO
2021,36,1792065.9195287717,13633.215305539277,OK,OKLAHOMA
2021,37,253299.28976142968,1378.3016801096244,OR,OREGON
2021,38,64431.77054058473,580.1308366300759,PA,PENNSYLVANIA
2021,39,0.0,0.0,RI,RHODE ISLAND
2021,40,55328.87454326476,1120.5195490572335,SC,SOUTH CAROLINA
2021,41,4237599.304038471,15286.809493566985,SD,SOUTH DAKOTA
2021,42,199634.05814181938,2289.5353702771154,TN,TENNESSEE
2021,43,970083.2492429954,4138.475280581902,TX,TEXAS
2021,44,5358.987927154211,386.8822497895517,UT,UTAH
2021,45,41821.39167371016,367.4341744568869,VT,VERMONT
2021,46,124288.675089078,1611.156583686307,VA,VIRGINIA
2021,47,776626.4283846493,6162.381364727006,WA,WASHINGTON
2021,48,26489.61654334201,925.9768583942548,WV,WEST VIRGINIA
2021,49,218409.32266678283,834.1220563714851,WI,WISCONSIN
2021,50,145554.85687253624,926.7725102833022,WY,WYOMING
2022,0,98001.38870366619,595.7673224855382,AL,ALABAMA
2022,2,538.6820482807443,117.38752980277012,AZ,ARIZONA
2022,3,31189.217967974855,373.23915535294543,AR,ARKANSAS
2022,4,2374.7922163127623,75.4097953501263,CA,CALIFORNIA
2022,5,377908.59580857167,7530.527932987399,CO,COLORADO
2022,6,0.0,0.0,CT,CONNECTICUT
2022,7,15797.47060740908,212.97630212383518,DE,DELAWARE
2022,8,291.5630267037708,4.48298249338623,DC,DISTRICT OF COLUMBIA
2022,9,3708.524788400231,14.600123026271824,FL,FLORIDA
2022,10,17375.054659727088,221.664730066252,GA,GEORGIA
2022,12,37187.56405829885,175.91502038060705,ID,IDAHO
2022,13,318648.36491793423,2848.2397210327817,IL,ILLINOIS
2022,14,92739.81993099223,921.5238227983301,IN,INDIANA
2022,15,4607.691137428422,25.9076515261857,IA,IOWA
2022,16,1904107.1443739866,8413.98526416236,KS,KANSAS
2022,17,114438.73998785664,1458.792155822881,KY,KENTUCKY
2022,18,144789.60595812675,609.3662802377833,LA,LOUISIANA
2022,19,690.9211920301831,4.938900400473476,ME,MAINE
2022,20,23239.754528572237,292.22463403175203,MD,MARYLAND
2022,21,1489.6891840136875,42.711253643418786,MA,MASSACHUSETTS
2022,22,375977.16726289317,1764.9981709944602,MI,MICHIGAN
2022,23,2978428.8859236515,8310.412200303099,MN,MINNESOTA
2022,24,444311.31109024613,1840.6469108853244,MS,MISSISSIPPI
2022,25,21067.348914105467,312.7834746643796,MO,MISSOURI
2022,26,19903.709474358293,90.26447791717615,MT,MONTANA
2022,27,339570.13211491314,2024.9520061876378,NE,NEBRASKA
2022,28,278.93486708527945,40.660384125528886,NV,NEVADA
2022,29,0.0,0.0,NH,NEW HAMPSHIRE
2022,30,8091.505862511302,84.20540077327443,NJ,NEW JERSEY
2022,31,17264.52733157931,395.5584867473764,NM,NEW MEXICO
2022,32,76073.00553499482,416.8975161459754,NY,NEW YORK
2022,33,93043.91985588222,683.5086733693407,NC,NORTH CAROLINA
2022,34,9289473.905217016,29208.795102436427,ND,NORTH DAKOTA
2022,35,111561.27232428672,1033.281589463454,OH,OHIO
2022,36,22016.584119205705,126.3296341010943,OK,OKLAHOMA
2022,37,195686.98141708906,1576.9768025902677,OR,OREGON
2022,38,10231.975675997603,138.36496200674196,PA,PENNSYLVANIA
2022,39,0.0,0.0,RI,RHODE ISLAND
2022,40,2706.4852504619294,51.14970914325031,SC,SOUTH CAROLINA
2022,41,68.65268039833053,3.258805174722765,SD,SOUTH DAKOTA
2022,42,79297.48271193437,1009.8414259228887,TN,TENNESSEE
2022,43,387553.5924891848,2232.357976075341,TX,TEXAS
2022,44,879.1764413771388,62.56595862778419,UT,UTAH
2022,45,66699.00853992341,696.0514591546734,VT,VERMONT
2022,46,22053.53977845378,244.96563994407595,VA,VIRGINIA
2022,47,760216.885225991,6533.154167635425,WA,WASHINGTON
2022,48,3305.2495012623986,218.86620185079255,WV,WEST VIRGINIA
2022,49,26364.615459970635,228.12068930868344,WI,WISCONSIN
2022,50,104417.8673585102,752.8691688829068,WY,WYOMING
2023,0,49.9433707138777,0.22548976346052824,AL,ALABAMA
2023,2,0.45216204442150154,0.09853342177378033,AZ,ARIZONA
2023,3,3859.951312060828,54.65713692538105,AR,ARKANSAS
2023,4,406.0836844079756,17.749963993409242,CA,CALIFORNIA
2023,5,63946.47396804401,902.7161558125695,CO,COLORADO
2023,6,0.0,0.0,CT,CONNECTICUT
2023,7,0.0,0.0,DE,DELAWARE
2023,8,0.0,0.0,DC,DISTRICT OF COLUMBIA
2023,9,0.0,0.0,FL,FLORIDA
2023,10,1411.2087298015279,6.700915325160302,GA,GEORGIA
2023,12,38932.95298728436,366.33385922453334,ID,IDAHO
2023,13,28322.109713127527,140.22291857854387,IL,ILLINOIS
2023,14,79101.32921100862,668.2525991911716,IN,INDIANA
2023,15,412.54822990732384,1.510104300772229,IA,IOWA
2023,16,1941538.4221429718,9423.235391599981,KS,KANSAS
2023,17,6314.268331502442,45.40280639883069,KY,KENTUCKY
2023,18,0.0,0.0,LA,LOUISIANA
2023,19,449.3882388713987,3.6648176367815872,ME,MAINE
2023,20,13262.26573103999,92.67052151841617,MD,MARYLAND
2023,21,1908.8900886746883,10.46845017849768,MA,MASSACHUSETTS
2023,22,195010.78030868212,738.5444446923298,MI,MICHIGAN
2023,23,2244508.8875462925,6530.579433192921,MN,MINNESOTA
2023,24,0.0,0.0,MS,MISSISSIPPI
2023,25,31409.681585392427,279.0440298203533,MO,MISSOURI
2023,26,1067908.1857608939,5679.12311045772,MT,MONTANA
2023,27,0.0,0.0,NE,NEBRASKA
2023,28,29.360084700039906,4.247245743026453,NV,NEVADA
2023,29,0.0,0.0,NH,NEW HAMPSHIRE
2023,30,2033.9582988346529,13.106910893048143,NJ,NEW JERSEY
2023,31,11770.510146323744,204.5125510036396,NM,NEW MEXICO
2023,32,216037.04991532286,801.4706981009682,NY,NEW YORK
2023,33,21005.161937338227,119.38074542217663,NC,NORTH CAROLINA
2023,34,5786108.9259306025,20711.682146559524,ND,NORTH DAKOTA
2023,35,148102.7391702917,998.5711646107748,OH,OHIO
2023,36,732840.0141711555,6299.040590294167,OK,OKLAHOMA
2023,37,153433.8037967694,1187.488983773169,OR,OREGON
2023,38,16096.90078993559,123.24934051608956,PA,PENNSYLVANIA
2023,39,0.0,0.0,RI,RHODE ISLAND
2023,40,1108.2313891788554,5.6858630458883965,SC,SOUTH CAROLINA
2023,41,824820.6453139676,3078.35790774961,SD,SOUTH DAKOTA
2023,42,3417.61457625857,39.16731745566172,TN,TENNESSEE
2023,43,640063.8330648318,3705.1260552904228,TX,TEXAS
